player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Dorian Singer,146243,WR,ARIZONA,5,31,0,109,0,-2.2,0,100.0,,0,0,0.0,0,1,0,92.6,51.0,0,7,0.0,0,21,5,100.0,21,89.2,5,16.1,0,27,38,7.6,5.4,1.29,26.5,0,0.0,0.0,0,1,,0,0,0,35.4,66.8,0,0,0.0,0,24,0,83.3,20,39.6,2,6.5,0,0,0,,,0.0
Jalen Brooks,111284,WR,S CAROLINA,6,31,0,289,0,-3.0,0,100.0,,0,0,0.0,0,0,0,86.7,44.0,0,6,0.0,0,27,2,100.0,27,83.3,2,6.5,0,8,14,7.0,4.0,0.3,9.3,0,0.0,0.0,0,1,,0,0,0,64.7,58.4,0,0,0.0,0,36,0,97.2,35,39.6,3,9.7,0,0,0,,,0.0
Cavon Croom,100271,WR,BOWL GREEN,12,31,0,122,0,3.0,0,100.0,,0,0,0.0,0,0,0,81.5,43.1,0,5,0.0,0,28,1,100.0,28,87.5,1,3.2,0,5,2,2.0,5.0,0.18,10.2,3,57.1,50.0,1,2,20.0,2,6,0,38.1,50.7,0,23,0.0,0,107,8,96.3,103,79.8,14,45.2,0,101,34,4.3,12.6,0.98
Damien Alford,123029,WR,SYRACUSE,12,31,0,304,0,,0,,,0,0,,0,0,0,,41.7,0,0,0.0,0,30,0,93.3,28,0.0,0,0.0,0,0,0,,,0.0,35.0,0,66.7,100.0,1,1,0.0,0,2,0,63.6,60.9,0,73,0.0,0,18,2,100.0,18,149.3,3,9.7,2,118,45,22.5,59.0,6.56
John Stephens Jr.,78108,WR,LA LAFAYET,14,31,0,207,0,2.5,0,50.0,,0,0,0.0,0,0,0,81.5,46.1,0,8,0.0,0,17,1,100.0,17,60.4,2,6.5,0,8,9,9.0,8.0,0.47,14.5,0,50.0,50.0,1,2,33.3,1,1,0,25.9,62.2,0,27,0.0,0,14,2,100.0,14,84.4,4,12.9,0,39,10,5.0,19.5,2.79
Robert Downs III,98687,WR,NEW MEX ST,6,31,0,242,0,-2.3,0,100.0,,0,0,0.0,0,0,0,91.4,69.3,0,9,0.0,0,15,4,93.3,14,92.7,4,12.9,0,25,34,8.5,6.3,1.79,8.2,1,52.6,20.0,1,5,0.0,0,4,0,59.5,55.2,1,28,0.8,1,122,10,94.3,115,61.7,19,61.3,1,92,59,5.9,9.2,0.8
Sharod Johnson,61693,WR,SYRACUSE,12,31,0,304,0,,0,,,0,0,,0,0,0,81.5,40.7,0,0,0.0,0,39,0,94.9,37,0.0,0,0.0,0,0,0,,,0.0,16.2,0,40.0,100.0,2,2,33.3,1,2,0,17.1,51.7,1,38,0.0,0,38,2,86.8,33,46.7,5,16.1,0,61,26,13.0,30.5,1.85
Curtis Hodges,61137,TE,ARIZONA ST,12,31,0,110,0,-1.4,0,60.0,0.0,0,1,25.0,1,2,0,38.7,51.4,1,12,10.0,4,40,3,85.0,34,30.8,5,16.1,0,22,29,9.7,7.3,0.65,13.3,2,33.3,,0,0,33.3,1,1,0,50.7,54.1,0,22,2.0,2,98,2,96.9,95,50.0,6,19.4,0,29,3,1.5,14.5,0.31
Daniel Barker,83982,TE,ILLINOIS,12,31,0,187,0,-2.2,1,100.0,,0,0,0.0,0,1,0,93.6,89.8,0,26,0.0,0,27,5,96.3,26,142.9,5,16.1,1,44,55,11.0,8.8,1.69,7.3,1,75.0,50.0,1,2,0.0,0,5,0,78.4,64.3,0,21,0.0,0,98,6,92.9,91,93.2,8,25.8,0,55,22,3.7,9.2,0.6
Malik Davis,57196,HB,FLORIDA,12,31,0,163,0,-2.6,1,100.0,,0,0,0.0,0,1,0,92.6,84.6,0,16,7.7,2,26,5,92.3,24,101.7,5,16.1,0,42,55,11.0,8.4,1.75,2.5,0,100.0,,0,0,0.0,0,0,0,77.9,64.3,0,6,0.0,0,18,2,94.4,17,81.3,2,6.5,0,7,2,1.0,3.5,0.41
Blake Corum,129574,HB,MICHIGAN,12,31,0,222,0,-5.5,4,87.5,,0,0,12.5,1,1,0,52.6,85.5,0,14,0.0,0,14,7,100.0,14,120.3,8,25.8,1,27,66,9.4,3.9,1.93,0.6,5,70.0,,0,0,22.2,2,3,0,61.2,78.1,0,13,0.0,0,36,7,100.0,36,80.0,10,32.3,0,47,38,5.4,6.7,1.31
Demarcus Gregory,84300,WR,USF,12,31,0,327,0,-1.0,0,0.0,,0,0,,0,0,0,,38.9,0,0,0.0,0,32,0,100.0,32,39.6,1,3.2,0,0,0,,,0.0,23.0,0,0.0,0.0,0,1,,0,0,0,84.7,58.2,1,0,0.0,0,16,0,100.0,16,0.0,3,9.7,0,0,0,,,0.0
Chance Luper,124210,WR,MISSOURI,9,31,0,229,0,-3.0,0,90.9,,0,0,9.1,1,3,0,65.9,76.0,0,52,0.0,0,25,10,100.0,25,135.6,11,35.5,1,102,130,13.0,10.2,4.08,5.6,1,70.4,100.0,3,3,17.4,4,9,0,37.0,55.3,0,52,0.7,1,152,19,92.8,141,102.9,27,87.1,1,193,151,7.9,10.2,1.37
Brandon Lewis,90823,WR,AIR FORCE,10,31,0,101,0,-6.0,0,100.0,,0,0,0.0,0,1,0,81.5,93.8,0,7,0.0,0,1,1,100.0,1,95.8,1,3.2,0,7,13,13.0,7.0,7.0,16.4,1,75.0,50.0,1,2,0.0,0,5,0,80.1,93.1,0,59,0.0,0,11,6,100.0,11,116.7,8,25.8,0,135,46,7.7,22.5,12.27
Aron Cruickshank,84516,WR,RUTGERS,6,31,0,278,0,-2.6,2,90.9,,0,0,0.0,0,5,0,96.5,71.5,0,19,0.0,0,38,10,100.0,38,122.3,11,35.5,1,67,93,9.3,6.7,1.76,9.3,4,58.3,0.0,0,2,0.0,0,4,0,88.6,73.9,1,23,0.0,0,75,7,96.0,72,39.2,12,38.7,0,67,47,6.7,9.6,0.93
Jeremiah Hunter,131650,WR,CAL,9,31,0,130,0,,0,,,0,0,,0,0,0,,44.0,0,0,0.0,0,15,0,100.0,15,0.0,0,0.0,0,0,0,,,0.0,9.0,1,75.0,,0,0,0.0,0,2,0,50.5,75.5,0,8,0.0,0,14,3,100.0,14,86.5,4,12.9,0,21,17,5.7,7.0,1.5
Lincoln Pare,121537,HB,ARK STATE,11,31,0,113,0,-4.0,3,91.7,,0,0,8.3,1,4,0,69.2,93.4,0,83,3.0,1,33,11,97.0,32,146.5,12,38.7,1,163,210,19.1,14.8,5.09,,0,,,0,0,,0,0,0,82.7,76.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Bijan Robinson,123126,HB,TEXAS,10,31,0,311,0,-2.8,1,63.6,,0,0,30.0,3,3,1,8.5,27.9,0,18,1.9,1,52,7,98.1,51,78.6,11,35.5,0,62,84,12.0,8.9,1.22,6.0,1,66.7,,0,0,20.0,1,2,0,41.5,53.4,0,28,0.0,0,13,4,92.3,12,97.2,6,19.4,0,57,41,10.3,14.3,4.75
Ta'ron Keith,130368,HB,BOWL GREEN,12,31,0,122,0,-3.7,1,100.0,,0,0,0.0,0,2,0,95.9,91.2,0,11,5.6,1,18,9,94.4,17,88.9,9,29.0,0,48,81,9.0,5.3,2.82,1.6,1,85.7,,0,0,7.7,1,4,0,73.7,74.9,0,11,0.0,0,31,12,96.8,30,90.5,14,45.2,0,80,62,5.2,6.7,2.67
Luke Grimm,122561,WR,KANSAS,10,31,0,198,0,1.0,1,100.0,,0,0,0.0,0,0,0,86.7,60.9,0,9,0.0,0,16,2,100.0,16,85.4,2,6.5,0,9,7,3.5,4.5,0.56,12.7,2,73.1,100.0,2,2,9.5,2,13,0,56.7,70.6,2,40,0.0,0,122,19,96.7,118,119.6,26,83.9,3,313,81,4.3,16.5,2.65
Zavier Betts,129674,WR,NEBRASKA,11,30,0,238,0,-3.8,1,100.0,,0,0,0.0,0,1,0,91.4,62.1,0,17,0.0,0,16,4,93.8,15,95.8,4,13.3,0,28,43,10.8,7.0,1.87,-2.0,1,50.0,,0,0,50.0,1,0,0,69.2,61.7,0,0,0.0,0,27,1,96.3,26,56.3,2,6.7,0,0,4,4.0,0.0,0.0
Shaun Shivers,83634,HB,AUBURN,10,30,0,115,0,-4.7,1,100.0,,0,0,0.0,0,3,0,94.5,92.0,0,19,0.0,0,14,7,100.0,14,135.4,7,23.3,1,49,82,11.7,7.0,3.5,-4.0,0,100.0,,0,0,0.0,0,2,0,70.9,69.1,0,10,0.0,0,16,5,93.8,15,87.5,5,16.7,0,25,45,9.0,5.0,1.67
James Cook,83666,HB,GEORGIA,15,30,0,173,0,-4.4,4,100.0,,0,0,0.0,0,4,0,98.1,93.4,0,14,6.1,2,33,13,93.9,31,88.1,13,43.3,0,67,124,9.5,5.2,2.16,-4.1,2,100.0,,0,0,0.0,0,2,0,91.4,85.9,0,13,0.0,0,22,9,95.5,21,83.3,9,30.0,0,36,73,8.1,4.0,1.71
Ty Jones,61806,WR,FRESNO ST,13,30,0,169,0,,0,,,0,0,,0,0,0,,37.6,0,0,0.0,0,36,0,100.0,36,0.0,0,0.0,0,0,0,,,0.0,12.5,0,0.0,,0,0,,0,0,0,61.0,56.4,0,0,0.0,0,18,0,100.0,18,39.6,2,6.7,0,0,0,,,0.0
Jermaine Burton,124017,WR,GEORGIA,14,30,0,173,0,-2.3,0,100.0,,0,0,0.0,0,2,0,90.0,51.7,0,12,0.0,0,31,3,96.8,30,132.6,3,10.0,1,19,26,8.7,6.3,0.63,4.8,0,100.0,,0,0,0.0,0,3,0,90.7,69.5,0,21,0.0,0,40,5,92.5,37,152.9,5,16.7,1,56,32,6.4,11.2,1.51
Israel Abanikanda,122999,HB,PITTSBURGH,13,30,0,268,0,-2.0,2,75.0,,0,0,0.0,0,0,0,90.0,72.4,1,9,22.7,5,22,3,77.3,17,45.8,4,13.3,0,20,28,9.3,6.7,1.18,4.0,0,33.3,0.0,0,1,50.0,1,1,0,49.5,52.7,0,15,0.0,0,8,1,100.0,8,50.7,3,10.0,0,15,14,14.0,15.0,1.88
Dahu Green,34850,WR,ARK STATE,10,30,0,113,0,-1.0,0,100.0,,0,0,0.0,0,1,0,81.5,65.4,0,10,0.0,0,10,1,100.0,10,108.3,1,3.3,0,10,11,11.0,10.0,1.0,10.0,1,80.0,0.0,0,1,0.0,0,3,0,58.6,73.2,0,19,0.0,0,35,4,94.3,33,107.5,5,16.7,0,49,13,3.3,12.3,1.48
Mataeo Durant,77719,HB,DUKE,12,30,0,154,0,-4.2,5,93.3,,0,0,6.7,1,7,0,79.6,96.2,0,23,0.0,0,60,14,98.3,59,134.9,15,50.0,2,103,161,11.5,7.4,1.75,-3.9,3,100.0,,0,0,0.0,0,3,0,76.3,67.8,0,19,0.0,0,14,7,92.9,13,100.6,7,23.3,0,57,84,12.0,8.1,4.38
Kamari Morales,99713,TE,N CAROLINA,13,30,0,245,0,,0,,,0,0,,0,0,0,,38.8,0,0,12.0,3,25,0,88.0,22,0.0,0,0.0,0,0,0,,,0.0,10.7,2,80.0,75.0,3,4,7.7,1,5,0,70.3,63.7,0,21,1.0,1,98,12,95.9,94,102.8,15,50.0,0,130,31,2.6,10.8,1.38
Michael Wilson,84423,WR,STANFORD,5,30,0,300,0,-1.4,1,100.0,,0,0,0.0,0,1,0,92.6,64.1,0,12,0.0,0,17,5,100.0,17,82.5,5,16.7,0,19,26,5.2,3.8,1.12,4.7,0,66.7,,0,0,0.0,0,0,0,49.8,53.9,0,9,0.0,0,18,2,94.4,17,77.1,3,10.0,0,14,12,6.0,7.0,0.82
Keyshawn Helton,77954,WR,FLORIDA ST,10,30,0,167,0,,0,,,0,0,,0,0,0,81.5,45.7,0,0,0.0,0,41,0,95.1,39,0.0,0,0.0,0,0,0,,,0.0,19.1,0,62.1,50.0,3,6,5.3,1,13,0,77.1,68.9,1,44,0.0,0,212,18,92.5,196,100.5,29,96.7,2,265,15,0.8,14.7,1.35
Jordan Mims,57209,HB,FRESNO ST,13,30,0,169,0,-5.3,3,85.7,,0,0,0.0,0,2,0,93.6,95.6,0,78,2.6,1,38,6,97.4,37,158.3,7,23.3,1,114,148,24.7,19.0,3.08,-3.7,2,100.0,,0,0,0.0,0,1,0,47.1,67.0,0,9,0.0,0,8,3,100.0,8,135.4,3,10.0,1,21,32,10.7,7.0,2.63
Marcus Washington,99527,WR,TEXAS,12,30,0,311,0,-3.0,0,100.0,,0,0,0.0,0,0,0,86.7,38.8,0,2,0.0,0,47,2,100.0,47,79.2,2,6.7,0,3,9,4.5,1.5,0.06,17.3,0,52.4,0.0,0,3,8.3,1,8,0,77.2,60.6,0,58,0.0,0,123,11,99.2,122,115.4,21,70.0,2,191,61,5.5,17.4,1.57
Brady Russell,60876,TE,COLORADO,12,30,0,143,0,-0.3,3,100.0,,0,0,0.0,0,3,0,93.6,88.8,0,35,4.5,2,44,6,93.2,41,118.8,6,20.0,0,77,79,13.2,12.8,1.88,6.5,2,50.0,0.0,0,1,50.0,2,2,0,60.8,68.5,0,28,2.4,2,83,2,91.6,76,88.5,4,13.3,0,43,27,13.5,21.5,0.57
DJ Collins,144111,WR,CLEMSON,9,30,0,140,0,-1.3,0,66.7,,0,0,33.3,1,0,0,12.9,36.2,0,6,0.0,0,28,2,100.0,28,70.1,3,10.0,0,4,7,3.5,2.0,0.14,13.0,0,0.0,,0,0,,0,0,0,45.6,64.3,0,0,0.0,0,2,0,100.0,2,39.6,1,3.3,0,0,0,,,0.0
Bryson Jackson,78112,WR,N TEXAS,12,30,0,251,0,2.0,0,0.0,,0,0,100.0,1,0,0,0.0,30.9,0,0,0.0,0,18,0,94.4,17,39.6,1,3.3,0,0,0,,,0.0,,0,,,0,0,,0,0,0,31.4,49.1,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
Daniel Arias,84165,WR,COLORADO,12,30,0,143,0,-1.7,1,100.0,,0,0,0.0,0,2,0,90.0,63.5,0,13,0.0,0,27,3,100.0,27,101.4,3,10.0,0,25,30,10.0,8.3,0.93,5.0,0,0.0,,0,0,,0,0,0,88.0,61.2,0,0,0.0,0,5,0,100.0,5,39.6,1,3.3,0,0,0,,,0.0
Dylan Wright,99209,WR,MINNESOTA,12,30,0,225,0,,0,,,0,0,,0,0,0,,46.7,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,10.8,1,75.0,100.0,1,1,0.0,0,2,0,64.1,86.4,0,34,0.0,0,20,3,95.0,19,112.5,4,13.3,0,46,14,4.7,15.3,2.42
Chase Allen,39988,TE,IOWA STATE,13,30,0,193,0,-7.0,0,100.0,,0,0,0.0,0,0,0,81.5,31.7,0,4,14.6,7,48,1,85.4,41,83.3,1,3.3,0,4,11,11.0,4.0,0.1,6.8,0,75.0,,0,0,0.0,0,2,0,87.7,53.8,0,12,2.0,2,102,3,94.1,96,89.6,4,13.3,0,24,2,0.7,8.0,0.25
Princeton Fant,62982,TE,TENNESSEE,13,30,0,307,0,1.0,0,100.0,,0,0,0.0,0,0,0,86.7,38.6,0,7,7.0,3,43,2,90.7,39,87.5,2,6.7,0,10,8,4.0,5.0,0.26,7.9,5,45.0,20.0,1,5,18.2,2,5,0,38.2,53.2,0,58,0.0,0,131,9,93.9,123,85.8,20,66.7,1,142,77,8.6,15.8,1.15
B.J. Smith,40545,HB,TROY,11,30,0,318,0,-3.2,1,80.0,,0,0,11.1,1,3,0,57.7,84.1,0,21,0.0,0,24,8,100.0,24,88.3,10,33.3,0,52,77,9.6,6.5,2.17,,0,,,0,0,,0,0,0,60.4,66.9,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Vincent Davis,99593,HB,PITTSBURGH,14,29,0,268,0,-4.3,2,100.0,,0,0,0.0,0,0,0,91.4,90.6,0,8,20.8,5,24,4,79.2,19,83.3,4,13.8,0,16,33,8.3,4.0,0.84,-3.0,0,100.0,,0,0,0.0,0,0,0,63.2,58.0,0,8,0.0,0,4,2,75.0,3,97.9,2,6.9,0,15,21,10.5,7.5,5.0
Jsi Hatfield,97131,WR,E CAROLINA,10,29,0,156,0,,0,,,0,0,,0,0,0,,44.1,0,0,0.0,0,19,0,100.0,19,0.0,0,0.0,0,0,0,,,0.0,9.7,1,66.7,,0,0,0.0,0,2,0,76.5,66.2,0,22,0.0,0,15,2,100.0,15,109.7,3,10.3,0,38,15,7.5,19.0,2.53
Gabriel Rogers,100921,WR,MEMPHIS,9,29,0,218,0,-2.4,1,80.0,,0,0,0.0,0,1,0,91.4,58.5,0,12,0.0,0,37,4,97.3,36,85.8,5,17.2,0,23,35,8.8,5.8,0.64,13.9,3,50.0,33.3,3,9,12.5,2,7,0,45.6,57.1,2,42,0.0,0,203,14,94.1,191,52.1,28,96.6,1,176,73,5.2,12.6,0.92
Jalen Virgil,41991,WR,APP STATE,12,29,0,108,0,-2.3,0,100.0,,0,0,0.0,0,1,0,91.4,63.3,0,8,0.0,0,15,4,100.0,15,83.3,4,13.8,0,16,25,6.3,4.0,1.07,4.5,0,50.0,,0,0,0.0,0,0,0,44.0,57.3,0,2,0.0,0,8,1,87.5,7,56.3,2,6.9,0,2,6,6.0,2.0,0.29
Jakarius Caston,145419,WR,SO MISS,12,29,0,296,0,-2.7,4,100.0,,0,0,0.0,0,2,0,90.0,81.9,0,16,0.0,0,16,3,100.0,16,111.1,3,10.3,0,32,40,13.3,10.7,2.0,8.2,4,60.0,,0,0,0.0,0,2,0,77.2,74.1,1,20,0.0,0,33,3,90.9,30,42.5,5,17.2,0,36,26,8.7,12.0,1.2
Caleb Phillips,52265,TE,HAWAII,13,29,0,180,0,-1.9,0,87.5,,0,0,0.0,0,3,1,94.5,34.5,1,10,5.7,3,53,7,90.6,48,79.2,8,27.6,1,20,33,4.7,2.9,0.42,11.5,0,50.0,0.0,0,2,25.0,1,0,0,30.0,30.4,1,6,0.0,0,71,3,97.2,69,16.7,6,20.7,0,14,3,1.0,4.7,0.2
Eric Gray,99143,HB,OKLAHOMA,13,29,0,261,0,-4.0,3,91.7,,0,0,0.0,0,4,0,97.1,93.6,0,23,5.1,2,39,11,92.3,36,93.4,12,41.4,0,77,118,10.7,7.0,2.14,0.8,0,100.0,,0,0,0.0,0,3,0,79.2,84.3,0,14,0.0,0,8,4,87.5,7,144.8,4,13.8,1,37,34,8.5,9.3,5.29
Gavin Bartholomew,144013,TE,PITTSBURGH,14,29,0,268,0,-5.0,0,100.0,,0,0,0.0,0,2,0,92.6,89.2,0,29,5.3,1,19,5,94.7,18,152.9,5,17.2,1,56,81,16.2,11.2,3.11,10.0,0,100.0,,0,0,0.0,0,1,0,85.1,60.1,0,25,0.0,0,38,2,100.0,38,118.8,2,6.9,0,31,11,5.5,15.5,0.82
Trey Lowe,84501,HB,OREGON ST,13,29,0,265,0,-5.1,6,88.9,,0,0,0.0,0,2,0,95.9,95.4,0,26,0.0,0,14,8,92.9,13,114.8,9,31.0,0,104,146,18.3,13.0,8.0,,0,,,0,0,,0,0,0,78.3,65.6,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0
Messiah Travis,97214,WR,N ILLINOIS,14,29,0,254,0,0.0,0,0.0,,0,0,,0,0,0,,42.6,0,0,0.0,0,14,0,100.0,14,39.6,1,3.4,0,0,0,,,0.0,7.5,0,50.0,,0,0,0.0,0,1,0,71.9,55.8,0,21,0.0,0,15,1,93.3,14,87.5,2,6.9,0,21,6,6.0,21.0,1.5
De'Von Achane,124305,HB,TEXAS A&M,12,29,0,312,0,-4.1,4,84.6,,0,0,8.3,1,2,0,69.2,89.3,0,26,4.3,1,23,11,91.3,21,105.1,13,44.8,1,40,82,7.5,3.6,1.9,11.0,0,66.7,0.0,0,1,0.0,0,1,0,77.1,82.9,1,23,0.0,0,16,2,93.8,15,51.4,3,10.3,0,24,19,9.5,12.0,1.6
Ryan Luehrman,42371,TE,OHIO,12,29,0,259,0,,0,,,0,0,,0,0,0,,38.1,0,0,5.9,1,17,0,94.1,16,0.0,0,0.0,0,0,0,,,0.0,9.0,1,66.7,50.0,3,6,0.0,0,10,0,68.2,64.6,0,23,1.7,2,115,14,89.6,103,90.2,21,72.4,0,164,44,3.1,11.7,1.59
Jaylon Redd,61586,WR,OREGON,10,29,0,264,0,-1.0,0,100.0,,0,0,0.0,0,0,0,86.7,50.3,0,9,0.0,0,32,1,93.8,30,104.2,1,3.4,0,9,10,10.0,9.0,0.3,10.8,3,44.8,33.3,1,3,27.8,5,9,1,26.6,60.1,0,63,0.0,0,185,13,93.5,173,90.7,29,100.0,2,197,93,7.2,15.2,1.14
Onuma Dieke,128080,WR,UMASS,12,29,0,216,0,,0,,,0,0,,0,0,0,,39.7,0,0,0.0,0,31,0,93.5,29,0.0,0,0.0,0,0,0,,,0.0,12.8,0,37.5,33.3,1,3,25.0,1,1,0,47.2,49.1,0,28,0.0,0,38,3,86.8,33,49.5,8,27.6,0,31,17,5.7,10.3,0.94
Corey Dyches,129504,TE,MARYLAND,13,29,0,215,0,-1.3,0,100.0,,0,0,0.0,0,2,0,91.4,87.1,0,13,10.0,3,30,4,90.0,27,93.8,4,13.8,0,26,31,7.8,6.5,0.96,10.0,0,33.3,100.0,1,1,50.0,1,1,0,62.7,56.9,0,7,0.0,0,31,1,100.0,31,42.4,3,10.3,0,7,0,0.0,7.0,0.23
Izayah Cummings,124055,WR,KENTUCKY,13,29,0,202,0,-2.0,0,50.0,,0,0,50.0,1,0,0,0.0,40.3,0,9,5.0,1,20,1,95.0,19,62.5,2,6.9,0,9,10,10.0,9.0,0.47,15.5,0,33.3,0.0,0,1,33.3,2,3,0,45.6,61.4,1,28,4.2,3,71,4,93.0,66,17.4,12,41.4,0,64,13,3.3,16.0,0.97
Rahjai Harris,123814,HB,E CAROLINA,12,29,0,156,0,-3.9,2,70.0,,0,0,12.5,1,3,0,52.6,81.8,1,19,0.0,0,26,7,100.0,26,75.8,10,34.5,1,52,84,12.0,7.4,2.0,,0,,,0,0,,0,0,0,79.4,60.0,0,0,0.0,0,9,0,88.9,8,0.0,0,0.0,0,0,0,,,0.0
Xazavian Valladay,57490,HB,WYOMING,13,29,0,351,0,-3.8,1,90.0,,0,0,0.0,0,3,0,95.9,93.9,0,16,6.3,1,16,9,87.5,14,89.6,10,34.5,0,55,90,10.0,6.1,3.93,,0,,,0,0,,0,0,0,64.9,59.4,0,0,0.0,0,12,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0
Zeriah Beason,131729,WR,OREGON ST,13,29,0,265,0,-1.0,0,80.0,100.0,1,1,20.0,1,2,0,29.3,61.0,0,41,0.0,0,27,4,96.3,26,118.8,5,17.2,0,67,72,18.0,16.8,2.58,,0,,,0,0,,0,0,0,27.9,56.4,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0
Brevyn Spann-Ford,84006,TE,MINNESOTA,13,29,0,225,0,-1.0,0,80.0,,0,0,0.0,0,2,0,91.4,93.1,0,13,6.7,1,15,4,93.3,14,99.2,5,17.2,0,39,43,10.8,9.8,2.79,12.2,2,83.3,,0,0,0.0,0,4,0,87.7,66.9,1,21,3.2,2,62,5,90.3,56,79.2,6,20.7,0,82,40,8.0,16.4,1.46
Tyjon Lindsey,61489,WR,OREGON ST,10,29,0,265,0,,0,,,0,0,,0,0,0,,46.4,0,0,0.0,0,10,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0,14.5,0,47.6,28.6,2,7,9.1,1,7,0,49.4,69.7,3,36,0.0,0,120,10,96.7,116,73.7,21,72.4,3,161,23,2.3,16.1,1.39
Levi Falck,40261,WR,NEBRASKA,12,29,0,238,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,44.2,0,0,0.0,0,20,1,95.0,19,79.2,1,3.4,0,0,1,1.0,0.0,0.0,23.0,0,25.0,0.0,0,1,0.0,0,0,0,88.0,58.9,0,5,0.0,0,37,1,91.9,34,39.6,4,13.8,0,5,1,1.0,5.0,0.15
TreVeyon Henderson,145059,HB,OHIO STATE,13,29,0,260,0,-3.5,5,92.3,,0,0,7.7,1,7,0,74.9,93.6,0,70,0.0,0,42,12,95.2,40,158.3,13,44.8,3,182,223,18.6,15.2,4.55,,0,,,0,0,,0,0,0,78.9,64.4,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0
Keaton Mitchell,123826,HB,E CAROLINA,12,29,0,156,0,-4.8,7,90.9,,0,0,0.0,0,2,0,96.5,93.4,0,63,0.0,0,28,10,96.4,27,146.6,11,37.9,1,131,182,18.2,13.1,4.85,4.0,0,100.0,,0,0,0.0,0,0,0,73.3,64.2,0,4,0.0,0,5,1,100.0,5,83.3,1,3.4,0,4,0,0.0,4.0,0.8
Nathan Carter,147376,HB,UCONN,12,29,0,146,0,-4.5,0,76.9,,0,0,16.7,2,2,0,34.2,43.4,0,47,6.9,4,58,10,91.4,53,87.0,13,44.8,0,65,115,11.5,6.5,1.23,-2.5,0,50.0,,0,0,33.3,1,0,0,56.6,51.9,0,2,0.0,0,13,2,100.0,13,56.3,4,13.8,0,1,9,4.5,0.5,0.08
Blaine Green,144653,WR,OKLA STATE,10,28,0,262,0,-4.5,0,100.0,,0,0,0.0,0,1,0,86.7,45.1,0,31,2.5,1,40,2,87.5,35,118.8,2,7.1,0,40,49,24.5,20.0,1.14,11.7,0,77.8,33.3,1,3,12.5,2,8,0,47.8,64.9,0,40,0.0,0,133,14,94.0,125,116.4,18,64.3,0,215,66,4.7,15.4,1.72
Ellis Merriweather,128096,HB,UMASS,12,28,0,216,0,-3.7,2,77.8,0.0,0,1,6.7,1,6,0,77.3,93.6,0,33,7.7,4,52,14,90.4,47,93.1,18,64.3,0,114,171,12.2,8.1,2.43,-1.3,0,75.0,,0,0,0.0,0,1,0,80.9,82.8,0,10,0.0,0,10,3,90.0,9,77.1,4,14.3,0,11,26,8.7,3.7,1.22
Brycen Tremayne,84425,WR,STANFORD,5,28,0,300,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,45.9,0,4,0.0,0,15,1,100.0,15,83.3,1,3.6,0,4,6,6.0,4.0,0.27,13.7,3,58.3,33.3,1,3,12.5,1,4,0,78.0,70.9,1,27,0.0,0,50,7,94.0,47,49.3,12,42.9,0,96,38,5.4,13.7,2.04
Kam Brown,99206,WR,UCLA,12,28,0,324,0,-1.5,0,100.0,,0,0,0.0,0,1,0,86.7,51.9,0,17,0.0,0,29,2,89.7,26,143.8,2,7.1,1,18,21,10.5,9.0,0.69,2.6,2,80.0,,0,0,0.0,0,3,0,89.2,51.7,0,20,0.0,0,49,4,95.9,47,143.8,5,17.9,1,45,30,7.5,11.3,0.96
