player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Rashad Greene Sr.,9572,WR,FLORIDA ST,14,142,0,167,0,-1.7,7,85.7,,0,0,0.0,0,0,0,97.6,88.0,0,44,0.0,0,51,12,100.0,51,106.8,14,9.9,0,135,158,13.2,11.3,2.65,10.6,8,66.7,,0,0,4.0,1,0,0,90.4,89.3,0,44,0.0,0,122,24,95.9,117,109.7,36,25.4,2,290,139,5.8,12.1,2.48
Cayleb Jones,11075,WR,ARIZONA,14,140,0,109,0,-2.0,0,80.0,,0,0,0.0,0,0,0,91.4,52.1,0,14,0.0,0,32,4,100.0,32,87.5,5,3.6,0,25,32,8.0,6.3,0.78,6.0,1,60.0,,0,0,0.0,0,1,0,58.7,67.9,0,12,0.0,0,18,3,100.0,18,69.6,5,3.6,0,21,2,0.7,7.0,1.17
DaeSean Hamilton,45416,WR,PENN STATE,13,138,0,266,0,-3.0,4,87.1,,0,0,6.9,2,0,1,79.8,72.1,0,17,0.0,0,79,27,100.0,79,90.1,31,22.5,0,174,259,9.6,6.4,2.2,6.2,4,61.0,,0,0,5.3,2,0,1,66.3,69.5,2,29,0.4,1,281,36,95.4,268,74.3,59,42.8,2,342,228,6.3,9.5,1.28
Tommy Shuler,14643,WR,MARSHALL,14,137,0,214,0,-1.6,0,100.0,,0,0,0.0,0,1,0,96.5,71.2,0,15,0.0,0,13,10,100.0,13,84.6,10,7.3,0,43,59,5.9,4.3,3.31,10.9,8,67.2,,0,0,4.2,4,1,1,87.2,85.5,6,42,0.0,0,513,92,94.2,483,96.3,137,100.0,9,1138,313,3.4,12.4,2.36
Tajae Sharpe,10774,WR,UMASS,12,136,0,216,0,-2.3,0,90.9,,0,0,0.0,0,0,1,96.5,48.0,0,19,0.0,0,51,10,98.0,50,85.2,11,8.1,0,49,72,7.2,4.9,0.98,6.3,0,70.6,,0,0,4.0,1,0,1,91.3,81.4,2,41,0.0,0,120,24,91.7,110,61.3,34,25.0,0,203,89,3.7,8.5,1.85
Nelson Agholor,9453,WR,USC,13,135,0,326,0,-2.5,1,100.0,,0,0,0.0,0,0,0,97.6,80.1,0,12,0.0,0,39,11,94.9,37,81.8,11,8.1,0,40,67,6.1,3.6,1.08,8.3,8,73.0,,0,0,11.5,6,0,0,72.8,90.5,0,34,0.0,0,244,46,97.1,237,118.0,63,46.7,4,513,209,4.5,11.2,2.16
Deontay Greenberry,9844,WR,HOUSTON,13,135,0,182,0,-0.8,1,82.4,,0,0,12.5,2,0,0,51.0,49.1,0,17,0.0,0,61,14,95.1,58,81.4,17,12.6,0,60,84,6.0,4.3,1.03,10.5,7,55.8,,0,0,10.7,8,0,0,53.8,67.3,6,67,0.0,0,478,67,96.2,460,68.2,120,88.9,5,764,337,5.0,11.4,1.66
Roger Lewis Jr.,11246,WR,BOWL GREEN,14,134,0,122,0,-1.2,1,88.9,,0,0,11.1,2,0,0,60.0,53.7,0,15,0.0,0,101,16,97.0,98,86.8,18,13.4,0,87,106,6.6,5.4,0.89,20.4,2,63.2,,0,0,14.3,2,0,0,57.8,64.8,1,82,0.0,0,97,12,89.7,87,120.0,19,14.2,2,258,94,7.8,21.5,2.97
Rashard Higgins,10806,WR,COLO STATE,12,129,0,144,0,-1.9,4,100.0,,0,0,0.0,0,0,0,99.9,99.9,0,73,0.0,0,47,22,95.7,45,158.3,22,17.1,4,428,469,21.3,19.5,9.51,13.4,2,66.7,,0,0,14.3,1,0,0,71.4,92.3,1,42,0.0,0,50,6,100.0,50,102.3,9,7.0,1,102,27,4.5,17.0,2.04
Kenzee Jackson,12586,WR,LA MONROE,12,126,0,209,0,-0.7,5,66.7,,0,0,16.7,2,0,0,34.2,68.5,0,38,0.0,0,64,10,100.0,64,85.7,15,11.9,0,101,111,11.1,10.1,1.58,5.4,6,71.4,,0,0,9.1,1,0,0,62.1,69.1,0,39,0.0,0,82,10,97.6,80,109.2,14,11.1,0,160,115,11.5,16.0,2.0
Da'Ron Brown,9666,WR,N ILLINOIS,14,126,0,254,0,-2.2,2,70.0,,0,0,22.2,2,0,0,22.6,47.9,0,13,0.0,0,87,7,96.6,84,80.0,10,7.9,0,47,65,9.3,6.7,0.56,9.7,7,60.9,,0,0,12.5,2,0,0,50.1,74.7,1,61,0.0,0,89,14,96.6,86,91.6,23,18.3,1,234,152,10.9,16.7,2.72
Joshua McCain,13649,WR,IDAHO,11,125,0,185,0,-1.5,4,91.7,,0,0,0.0,0,0,0,98.1,95.2,0,64,0.0,0,25,11,92.0,23,144.4,12,9.6,1,144,159,14.5,13.1,6.26,8.9,1,66.7,,0,0,4.8,1,0,0,67.9,77.5,2,26,0.0,0,137,20,94.2,129,80.1,30,24.0,2,202,68,3.4,10.1,1.57
Tyler Winston,21837,WR,S JOSE ST,12,121,0,285,0,-0.7,2,82.1,,0,0,8.0,2,0,0,73.2,75.8,1,27,0.0,0,71,23,100.0,71,92.4,28,23.1,1,193,209,9.1,8.4,2.72,12.2,1,20.0,,0,0,0.0,0,0,0,87.4,65.4,0,9,0.0,0,25,1,96.0,24,39.6,5,4.1,0,9,11,11.0,9.0,0.38
Tyler Boyd,10689,WR,PITTSBURGH,13,121,0,268,0,-2.2,4,88.9,,0,0,5.9,1,1,1,82.1,96.1,0,49,0.0,0,30,16,96.7,29,123.8,18,14.9,1,167,203,12.7,10.4,5.76,13.0,3,54.2,,0,0,10.3,3,0,0,68.2,81.5,2,53,0.0,0,180,26,96.1,173,96.4,48,39.7,5,366,130,5.0,14.1,2.12
Bud Sasser,9634,WR,MISSOURI,14,117,0,229,0,-1.5,0,100.0,,0,0,0.0,0,0,0,98.6,75.7,0,25,0.0,0,52,14,100.0,52,118.5,14,12.0,1,94,115,8.2,6.7,1.81,12.7,0,52.4,,0,0,8.3,1,0,0,94.3,85.3,1,35,0.0,0,61,11,93.4,57,66.2,21,17.9,1,123,58,5.3,11.2,2.16
Corey Davis,11760,WR,W MICHIGAN,12,115,0,347,0,-0.7,9,94.7,,0,0,5.3,1,0,0,85.3,70.4,0,61,0.0,0,85,18,98.8,84,121.9,19,16.5,1,172,184,10.2,9.6,2.05,9.5,4,80.0,,0,0,0.0,0,0,0,74.2,90.6,0,54,0.0,0,83,28,94.0,78,147.3,35,30.4,3,451,220,7.9,16.1,5.78
Mike Dudek,28753,WR,ILLINOIS,13,115,0,187,0,-2.9,1,87.5,,0,0,0.0,0,0,0,94.5,78.1,0,56,0.0,0,33,7,97.0,32,115.6,8,7.0,0,94,117,16.7,13.4,2.94,11.3,7,64.7,,0,0,4.3,3,0,0,87.7,81.5,7,49,0.0,0,427,66,95.6,408,77.0,102,88.7,4,893,318,4.8,13.5,2.19
Jakeem Grant,10820,WR,TEXAS TECH,12,115,0,315,0,-2.5,6,73.7,,0,0,12.5,2,0,2,51.0,48.7,1,47,0.0,0,70,14,98.6,69,67.0,19,16.5,0,116,165,11.8,8.3,1.68,9.7,13,58.2,,0,0,13.5,10,0,2,33.1,71.8,5,59,0.0,0,432,64,93.3,403,87.7,110,95.7,7,919,482,7.5,14.4,2.28
Isiah Myers,12837,WR,WASH STATE,12,114,0,341,0,-1.3,6,95.7,,0,0,4.3,1,0,0,91.5,76.3,0,17,0.0,0,92,22,96.7,89,92.6,23,20.2,0,143,171,7.8,6.5,1.61,39.0,0,0.0,,0,0,,0,0,0,73.1,72.9,1,0,0.0,0,5,0,100.0,5,0.0,1,0.9,0,0,0,,,0.0
Carlos Harris,18681,WR,N TEXAS,12,113,0,251,0,-1.7,3,84.2,,0,0,11.1,2,0,0,57.2,73.0,0,20,0.0,0,34,16,100.0,34,91.9,19,16.8,0,115,139,8.7,7.2,3.38,9.4,6,68.0,,0,0,0.0,0,0,0,85.5,84.0,1,36,0.0,0,82,17,93.9,77,87.1,25,22.1,0,270,155,9.1,15.9,3.51
Quinton Pedroza,18427,WR,HAWAII,12,113,0,180,0,-1.3,0,100.0,,0,0,0.0,0,0,0,90.0,46.1,0,3,0.0,0,26,3,100.0,26,79.2,3,2.7,0,5,9,3.0,1.7,0.19,9.7,2,52.6,,0,0,9.1,1,0,0,56.4,59.9,0,19,0.0,0,79,10,98.7,78,65.2,19,16.8,0,88,25,2.5,8.8,1.13
Zay Jones,11792,WR,E CAROLINA,13,113,0,156,0,-2.9,2,90.0,,0,0,0.0,0,0,0,95.9,51.7,0,11,0.0,0,79,9,97.5,77,86.3,10,8.8,0,47,72,8.0,5.2,0.61,6.9,9,71.3,,0,0,10.0,8,0,1,71.1,60.7,1,39,0.0,0,509,72,95.1,484,96.0,101,89.4,3,696,297,4.1,9.7,1.44
Richy Turner,14777,WR,NEVADA,13,113,0,239,0,-3.5,1,91.7,,0,0,0.0,0,0,0,97.1,58.4,0,10,0.0,0,34,11,97.1,33,83.0,12,10.6,0,47,84,7.6,4.3,1.42,8.9,6,56.0,,0,0,8.9,5,0,0,66.6,63.8,4,29,0.0,0,361,51,96.7,349,62.9,91,80.5,3,469,247,4.8,9.2,1.34
Mario Alford,9671,WR,W VIRGINIA,13,112,0,343,0,-2.0,1,86.7,,0,0,13.3,2,0,0,47.4,38.6,0,45,0.0,0,98,13,100.0,98,112.5,15,13.4,1,85,110,8.5,6.5,0.87,0.2,0,80.0,,0,0,0.0,0,0,0,23.0,53.9,0,39,0.0,0,25,4,100.0,25,103.3,5,4.5,0,44,43,10.8,11.0,1.76
Mitch Mathews,11179,WR,BYU,13,111,0,128,0,-2.3,0,75.0,,0,0,0.0,0,0,0,90.0,48.5,0,2,0.0,0,19,3,100.0,19,77.1,4,3.6,0,3,10,3.3,1.0,0.16,21.2,0,45.5,,0,0,0.0,0,0,0,86.1,78.5,0,48,0.0,0,40,5,97.5,39,125.0,11,9.9,4,120,9,1.8,24.0,3.08
Will Fuller V,10655,WR,NOTRE DAME,13,111,0,258,0,-3.4,1,100.0,,0,0,0.0,0,0,0,99.9,76.1,0,35,0.0,0,74,18,98.6,73,138.0,18,16.2,4,137,199,11.1,7.6,1.88,1.9,0,75.0,,0,0,25.0,2,0,0,40.1,72.8,0,23,0.0,0,31,6,93.5,29,122.4,8,7.2,1,35,38,6.3,5.8,1.21
David Frazier,14648,WR,MIAMI OH,12,111,0,221,0,-3.0,0,100.0,,0,0,0.0,0,0,0,86.7,51.5,0,3,0.0,0,15,1,93.3,14,79.2,1,0.9,0,3,6,6.0,3.0,0.21,23.3,0,0.0,,0,0,,0,0,0,92.3,78.4,0,0,0.0,0,20,0,90.0,18,39.6,3,2.7,0,0,0,,,0.0
Jordan Williams-Lambert,11238,WR,BALL ST,11,110,0,117,0,-1.3,2,57.1,,0,0,20.0,1,0,0,29.3,49.1,0,14,0.0,0,41,4,97.6,40,68.8,7,6.4,0,32,38,9.5,8.0,0.8,-2.0,0,100.0,,0,0,0.0,0,0,0,36.1,75.0,0,5,0.0,0,4,1,75.0,3,87.5,1,0.9,0,5,7,7.0,5.0,1.67
Marcus Kemp,12137,WR,HAWAII,13,110,0,180,0,-5.0,1,100.0,,0,0,0.0,0,0,0,81.5,42.4,0,0,0.0,0,28,1,100.0,28,79.2,1,0.9,0,0,5,5.0,0.0,0.0,36.8,0,25.0,,0,0,0.0,0,0,0,40.7,61.0,0,39,7.7,1,13,1,92.3,12,107.3,4,3.6,1,39,0,0.0,39.0,3.25
Victor Bolden Jr.,12269,WR,OREGON ST,11,107,0,265,0,-0.8,3,100.0,,0,0,0.0,0,0,0,99.9,84.0,0,22,0.0,0,52,22,100.0,52,93.0,22,20.6,0,139,157,7.1,6.3,2.67,10.3,0,50.0,,0,0,33.3,1,0,0,49.0,59.3,0,7,0.0,0,16,2,100.0,16,56.3,4,3.7,0,11,2,1.0,5.5,0.69
Daniel Braverman,10864,WR,W MICHIGAN,13,107,0,347,0,-3.0,5,92.0,,0,0,0.0,0,1,0,99.9,89.5,0,27,0.0,0,84,23,98.8,83,88.5,25,23.4,0,131,201,8.7,5.7,1.58,6.1,17,74.5,,0,0,5.0,4,1,0,85.1,84.9,4,63,0.3,1,351,76,97.7,343,105.9,102,95.3,6,942,599,7.9,12.4,2.75
Devonte Boyd,47983,WR,UNLV,13,107,0,325,0,-1.8,0,100.0,,0,0,0.0,0,0,0,91.4,69.5,0,5,0.0,0,20,4,95.0,19,79.2,4,3.7,0,12,19,4.8,3.0,0.63,9.0,0,0.0,,0,0,,0,0,0,85.5,73.7,0,0,0.0,0,11,0,81.8,9,39.6,1,0.9,0,0,0,,,0.0
Josh Doctson,10656,WR,TCU,13,107,0,305,0,-1.2,0,77.8,,0,0,12.5,1,0,1,52.6,31.5,0,11,0.0,0,67,7,95.5,64,85.6,9,8.4,0,41,54,7.7,5.9,0.64,-2.5,0,100.0,,0,0,0.0,0,0,1,87.9,77.3,0,7,0.0,0,8,4,87.5,7,85.4,4,3.7,0,18,28,7.0,4.5,2.57
Lucky Whitehead,9853,WR,FAU,12,106,0,165,0,-1.9,3,93.0,,0,0,7.0,3,1,0,81.8,98.6,0,61,0.0,0,62,40,98.4,61,128.5,43,40.6,4,318,397,9.9,8.0,5.21,6.7,8,68.9,,0,0,6.1,4,1,0,82.5,82.4,0,61,0.0,0,314,62,94.6,297,102.9,90,84.9,4,617,402,6.5,10.0,2.08
Bradley Marquez,9914,WR,TEXAS TECH,12,106,0,315,0,-1.8,1,92.3,,0,0,0.0,0,1,0,98.1,49.7,0,14,0.0,0,78,12,97.4,76,84.3,13,12.3,0,55,75,6.3,4.6,0.72,10.0,7,66.7,,0,0,9.1,4,0,0,70.2,74.7,2,70,0.0,0,256,40,95.7,245,112.5,60,56.6,6,510,200,5.0,12.8,2.08
Rashon Ceaser,11325,WR,LA MONROE,12,106,0,209,0,-2.3,3,72.7,,0,0,0.0,0,0,0,95.2,58.3,0,12,0.0,0,54,8,100.0,54,79.4,11,10.4,0,44,61,7.6,5.5,0.81,9.3,10,73.0,,0,0,0.0,0,1,0,99.6,75.7,1,63,0.0,0,499,73,96.4,481,104.3,100,94.3,3,852,341,4.7,11.7,1.77
Tony Lippett,9589,WR,MICH STATE,13,105,0,223,0,-1.0,0,0.0,,0,0,,0,0,0,,42.6,0,0,0.0,0,22,0,100.0,22,39.6,1,1.0,0,0,0,,,0.0,11.0,3,75.0,,0,0,0.0,0,0,0,90.2,91.1,0,27,0.0,0,49,15,93.9,46,129.6,20,19.0,1,232,77,5.1,15.5,5.04
Teldrick Morgan,47726,WR,NEW MEX ST,12,105,0,242,0,-1.7,3,93.1,,0,0,3.6,1,0,0,94.1,62.0,0,30,0.0,0,75,27,98.7,74,92.2,29,27.6,0,178,222,8.2,6.6,2.41,7.1,16,72.1,,0,0,3.8,3,0,0,85.8,77.1,8,57,0.0,0,393,75,97.7,384,88.2,104,99.0,7,889,577,7.7,11.9,2.32
Corey Jones,47526,WR,TOLEDO,13,103,0,316,0,-3.1,8,84.8,,0,0,3.4,1,0,0,94.9,91.3,0,41,0.0,0,69,28,98.6,68,99.7,33,32.0,1,182,275,9.8,6.5,2.68,6.2,13,65.9,,0,0,11.8,8,0,0,63.6,73.7,2,69,0.0,0,304,60,95.7,291,101.6,91,88.3,5,774,542,9.0,12.9,2.66
Alex Erickson,11107,WR,WISCONSIN,14,103,0,349,0,-1.5,1,93.8,,0,0,6.3,1,0,0,81.6,94.0,0,31,3.3,1,30,15,93.3,28,128.9,16,15.5,1,159,183,12.2,10.6,5.68,16.4,0,42.9,,0,0,0.0,0,0,0,64.2,71.1,1,23,0.0,0,53,6,94.3,50,65.2,14,13.6,2,59,15,2.5,9.8,1.18
Zach D'Orazio,10180,WR,AKRON,12,102,0,102,0,,0,,,0,0,,0,0,0,,38.7,0,0,0.0,0,31,0,100.0,31,0.0,0,0.0,0,0,0,,,0.0,8.5,7,60.8,,0,0,7.5,5,0,0,66.5,62.8,3,32,0.0,0,492,62,95.7,471,70.6,102,100.0,1,658,245,4.0,10.6,1.4
Byron Marshall,11076,WR,OREGON,15,102,0,264,0,-1.9,1,81.3,,0,0,13.3,2,0,1,47.4,28.6,0,14,0.0,0,46,13,100.0,46,82.3,16,15.7,0,60,86,6.6,4.6,1.3,9.5,10,70.9,,0,0,9.7,6,0,1,68.8,74.8,0,77,0.0,0,314,56,95.5,300,124.9,79,77.5,5,808,378,6.8,14.4,2.69
Antwan Goodley,9843,WR,BAYLOR,11,102,0,118,0,0.9,2,82.4,,0,0,6.7,1,0,0,77.3,64.7,0,11,0.0,0,56,14,100.0,56,85.8,17,16.7,0,78,76,5.4,5.6,1.39,18.9,0,55.6,,0,0,16.7,2,0,0,60.6,71.8,0,66,0.0,0,49,10,98.0,48,139.8,18,17.6,3,224,84,8.4,22.4,4.67
Curry Sexton,14503,WR,KANSAS ST,13,102,0,199,0,-1.3,0,100.0,,0,0,0.0,0,0,0,93.6,59.4,0,13,0.0,0,35,6,100.0,35,97.9,6,5.9,0,45,53,8.8,7.5,1.29,9.2,8,78.7,,0,0,3.9,3,0,0,79.6,79.9,0,74,0.0,0,442,74,94.3,417,123.8,94,92.2,4,969,393,5.3,13.1,2.32
Devin Funchess,9474,WR,MICHIGAN,11,102,0,222,0,-1.5,3,100.0,,0,0,0.0,0,0,0,99.9,82.3,0,12,2.5,1,40,19,95.0,38,86.4,19,18.6,0,90,119,6.3,4.7,2.37,8.4,2,52.3,,0,0,14.8,4,0,0,47.1,62.4,3,27,0.0,0,136,23,97.8,133,45.5,44,43.1,1,218,98,4.3,9.5,1.64
Jordan Leslie,9897,WR,BYU,13,101,0,128,0,-2.0,2,80.0,,0,0,20.0,1,0,0,29.3,64.3,0,37,0.0,0,21,4,100.0,21,97.5,5,5.0,0,37,46,11.5,9.3,1.76,24.0,0,57.1,,0,0,0.0,0,0,0,64.6,72.4,0,38,0.0,0,23,4,95.7,22,135.1,7,6.9,2,77,6,1.5,19.3,3.5
Pharoh Cooper,10751,WR,S CAROLINA,13,101,0,289,0,-3.8,3,91.7,,0,0,0.0,0,0,0,97.1,59.1,0,19,0.0,0,60,11,96.7,58,89.6,12,11.9,0,66,111,10.1,6.0,1.14,11.4,12,66.7,,0,0,7.9,5,0,1,77.4,78.2,1,85,0.0,0,412,58,95.1,392,129.3,87,86.1,7,1036,487,8.4,17.9,2.64
Ryan Burbrink,17092,WR,BOWL GREEN,14,100,0,122,0,-0.6,1,81.8,,0,0,18.2,2,0,0,29.9,41.0,0,16,0.0,0,90,9,96.7,87,87.5,11,11.0,0,55,65,7.2,6.1,0.63,9.9,6,62.1,,0,0,7.8,5,1,0,78.8,73.8,1,35,0.0,0,490,59,94.1,461,84.6,95,95.0,2,641,225,3.8,10.9,1.39
Shaq Washington,38626,WR,CINCINNATI,13,100,0,138,0,-1.1,7,95.5,,0,0,0.0,0,0,0,99.9,90.8,0,16,0.0,0,61,21,100.0,61,95.1,22,22.0,0,150,173,8.2,7.1,2.46,7.9,13,64.9,,0,0,11.3,8,1,0,51.1,70.8,4,40,0.0,0,422,63,94.3,398,84.3,97,97.0,4,733,386,6.1,11.6,1.84
Zach Pascal,12303,WR,DOMINION,12,100,0,263,0,-2.2,1,100.0,,0,0,0.0,0,0,0,92.6,65.0,0,11,0.0,0,34,5,100.0,34,91.7,5,5.0,0,30,41,8.2,6.0,0.88,13.1,0,66.7,,0,0,6.7,1,0,0,49.2,67.0,2,19,0.0,0,82,14,93.9,77,87.4,21,21.0,3,150,25,1.8,10.7,1.95
Leonte Carroo,10720,WR,RUTGERS,13,100,0,278,0,6.0,0,66.7,,0,0,0.0,0,0,0,86.7,50.7,0,26,0.0,0,30,2,100.0,30,102.1,3,3.0,0,32,13,6.5,16.0,1.07,13.8,0,33.3,,0,0,0.0,0,0,0,90.6,70.3,0,9,0.0,0,26,2,96.2,25,81.9,6,6.0,1,12,8,4.0,6.0,0.48
Trent Taylor,11932,WR,LA TECH,14,99,0,208,0,-2.1,1,100.0,,0,0,0.0,0,0,1,97.1,48.1,0,14,0.0,0,38,11,97.4,37,92.8,11,11.1,0,69,92,8.4,6.3,1.86,10.1,10,64.6,,0,0,7.2,5,0,2,72.6,76.1,6,40,0.0,0,432,64,94.0,406,95.6,99,100.0,9,821,352,5.5,12.8,2.02
River Cracraft,47417,WR,WASH STATE,9,99,0,341,0,-2.0,1,100.0,,0,0,0.0,0,0,0,86.7,40.6,0,13,0.0,0,55,2,96.4,53,95.8,2,2.0,0,14,18,9.0,7.0,0.26,9.9,5,66.7,,0,0,2.9,2,0,0,90.8,77.9,2,86,0.0,0,418,66,95.2,398,108.6,99,100.0,8,771,262,4.0,11.7,1.94
Jordan Payton,10788,WR,UCLA,13,99,0,324,0,-1.4,2,100.0,,0,0,0.0,0,0,0,92.6,53.9,0,52,0.0,0,66,5,97.0,64,118.8,5,5.1,0,83,90,18.0,16.6,1.3,6.6,1,100.0,,0,0,0.0,0,0,0,94.4,76.1,0,20,0.0,0,28,5,92.9,26,158.3,5,5.1,1,68,35,7.0,13.6,2.62
Titus Davis,10126,WR,C MICHIGAN,10,99,0,134,0,-1.6,2,80.0,,0,0,20.0,2,1,0,25.7,74.0,0,17,0.0,0,25,8,96.0,24,97.5,10,10.1,0,74,85,10.6,9.3,3.08,12.2,1,76.2,,0,0,11.1,2,1,0,63.5,90.0,0,32,0.0,0,53,16,90.6,48,156.9,21,21.2,3,261,44,2.8,16.3,5.44
John Harris,9748,WR,TEXAS,13,98,0,311,0,,0,,,0,0,,0,0,0,,39.0,0,0,0.0,0,31,0,93.5,29,0.0,0,0.0,0,0,0,,,0.0,9.6,4,68.3,,0,0,3.4,1,0,1,61.6,77.9,1,36,0.0,0,154,28,96.1,148,100.5,41,41.8,2,348,112,4.0,12.4,2.35
