player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
KeeSean Johnson,39587,WR,FRESNO ST,14,129,0,169,0,-2.2,2,94.1,100.0,1,1,5.9,1,3,0,81.6,74.9,0,24,0.0,0,67,16,100.0,67,107.8,17,13.2,1,88,124,7.8,5.5,1.31,13.7,5,83.3,100.0,1,1,3.8,1,22,0,75.3,86.3,1,45,0.0,0,138,25,97.8,135,144.4,30,23.3,4,557,227,9.1,22.3,4.13
Olamide Zaccheaus,44920,WR,VIRGINIA,13,127,0,335,0,-3.7,3,100.0,,0,0,0.0,0,4,0,79.6,82.0,0,13,0.0,0,24,13,87.5,21,84.6,13,10.2,0,56,104,8.0,4.3,2.67,7.1,9,73.6,60.0,3,5,10.2,6,22,0,66.5,81.5,0,86,0.0,0,238,53,95.8,228,110.5,72,56.7,3,574,311,5.9,10.8,2.52
Adrian Hardy,42172,WR,LA TECH,13,127,0,208,0,-0.5,6,100.0,,0,0,0.0,0,4,0,95.9,53.3,0,14,0.0,0,99,8,98.0,97,97.4,8,6.3,0,59,63,7.9,7.4,0.61,9.2,0,80.0,,0,0,20.0,1,2,0,43.7,78.2,0,45,0.0,0,21,4,95.2,20,117.5,5,3.9,0,61,29,7.3,15.3,3.05
Antoine Wesley,39967,WR,TEXAS TECH,12,127,0,315,0,-1.4,2,94.4,100.0,1,1,0.0,0,7,0,99.9,59.7,0,37,0.0,0,112,17,98.2,110,101.9,18,14.2,0,152,176,10.4,8.9,1.38,26.2,0,33.3,0.0,0,3,0.0,0,2,0,94.1,88.4,0,37,0.0,0,36,2,94.4,34,63.2,6,4.7,0,48,9,4.5,24.0,1.41
Jonathan Duhart,47666,WR,DOMINION,12,127,0,263,0,,0,,,0,0,,0,0,0,,37.1,0,0,0.0,0,42,0,97.6,41,0.0,0,0.0,0,0,0,,,0.0,14.3,5,45.0,33.3,4,12,14.3,3,11,0,66.8,74.3,2,36,0.0,0,164,18,92.7,152,67.2,40,31.5,3,225,29,1.6,12.5,1.48
Tyler Johnson,48054,WR,MINNESOTA,13,126,0,225,0,-1.9,4,100.0,100.0,1,1,0.0,0,5,0,98.1,72.9,0,18,0.0,0,41,12,97.6,40,114.6,12,9.5,1,58,81,6.8,4.8,1.45,11.7,5,63.4,61.1,11,18,11.9,7,41,1,44.0,89.9,3,52,0.0,0,291,52,93.8,273,105.5,82,65.1,6,816,320,6.2,15.7,2.99
Greg Dortch,42237,WR,WAKE,12,126,0,339,0,-2.0,5,93.8,0.0,0,1,0.0,0,7,0,99.9,94.6,0,25,0.0,0,44,30,100.0,44,101.6,32,25.4,1,188,248,8.3,6.3,4.27,8.9,11,68.8,33.3,6,18,5.1,4,46,0,91.5,91.6,4,54,0.0,0,369,75,95.1,351,103.1,109,86.5,7,982,407,5.4,13.1,2.8
Antonio Gandy-Golden,39993,WR,LIBERTY,11,125,0,206,0,-2.8,5,73.3,0.0,0,1,8.3,1,3,0,69.9,56.8,1,23,0.0,0,65,11,100.0,65,52.9,15,12.0,0,63,99,9.0,5.7,0.97,8.3,3,55.6,0.0,0,3,9.1,1,4,0,46.3,72.2,2,23,0.0,0,32,10,100.0,32,22.5,18,14.4,0,59,78,7.8,5.9,1.84
Kalija Lipscomb,29112,WR,VANDERBILT,13,124,0,333,0,-2.2,7,100.0,,0,0,0.0,0,7,1,99.9,95.3,0,12,0.0,0,44,20,100.0,44,106.5,20,16.1,1,111,155,7.8,5.6,2.52,7.5,3,67.7,55.6,5,9,0.0,0,7,0,83.4,84.0,0,21,0.0,0,105,21,95.2,100,79.5,31,25.0,0,156,57,2.7,7.4,1.56
Jakobi Meyers,47468,WR,NC STATE,12,121,0,248,0,-3.6,1,100.0,,0,0,0.0,0,2,0,95.9,68.6,0,31,0.0,0,28,9,92.9,26,81.0,9,7.4,0,31,63,7.0,3.4,1.19,9.1,11,74.6,76.2,16,21,3.4,3,46,0,93.7,89.4,4,39,0.5,2,393,85,95.7,376,97.3,114,94.2,4,984,350,4.1,11.6,2.62
Lil'Jordan Humphrey,42247,WR,TEXAS,14,120,0,311,0,-2.1,13,96.9,100.0,1,1,0.0,0,13,0,99.9,91.3,0,29,0.0,0,78,31,98.7,77,97.5,32,26.7,0,237,300,9.7,7.6,3.08,9.1,25,72.6,68.4,13,19,4.9,4,49,1,82.0,90.9,4,47,0.4,2,451,77,94.7,427,109.4,106,88.3,7,1031,519,6.7,13.4,2.41
Cedric Byrd II,75938,WR,HAWAII,14,119,0,180,0,-1.8,0,100.0,,0,0,0.0,0,1,0,95.9,50.4,0,9,0.0,0,51,8,98.0,50,81.8,8,6.7,0,29,43,5.4,3.6,0.58,11.2,5,66.1,33.3,4,12,7.1,6,48,1,77.4,67.4,4,55,0.0,0,636,78,95.1,605,102.5,118,99.2,9,963,304,3.9,12.3,1.59
Damonte Coxie,61419,WR,MEMPHIS,14,118,0,218,0,-1.6,4,100.0,,0,0,0.0,0,0,0,94.5,42.9,0,6,0.0,0,70,7,98.6,69,82.7,7,5.9,0,27,38,5.4,3.9,0.39,15.5,0,50.0,,0,0,0.0,0,0,0,65.5,85.5,0,4,0.0,0,20,1,80.0,16,56.3,2,1.7,0,4,7,7.0,4.0,0.25
Kelvin Harmon,47931,WR,NC STATE,12,117,0,248,0,-0.3,0,100.0,,0,0,0.0,0,0,0,94.5,47.0,0,9,0.0,0,36,7,94.4,34,91.1,7,6.0,0,41,43,6.1,5.9,1.21,17.2,0,40.0,50.0,1,2,33.3,1,1,0,94.8,89.0,1,6,6.3,1,16,2,93.8,15,8.3,5,4.3,0,11,1,0.5,5.5,0.73
David Sills,34579,WR,W VIRGINIA,12,117,0,343,0,-1.8,0,75.0,0.0,0,1,0.0,0,0,0,91.4,43.9,0,9,0.0,0,54,3,98.1,53,77.1,4,3.4,0,11,17,5.7,3.7,0.21,15.9,3,66.7,100.0,3,3,4.0,1,18,1,68.1,76.0,1,42,0.0,0,165,24,94.5,156,129.6,36,30.8,5,380,87,3.6,15.8,2.44
A.J. Brown,48327,WR,OLE MISS,12,115,0,226,0,-2.7,1,100.0,,0,0,0.0,0,3,0,98.6,65.2,0,31,0.0,0,57,14,98.2,56,96.7,14,12.2,0,101,139,9.9,7.2,1.8,9.2,10,77.6,50.0,6,12,4.8,3,28,0,80.2,79.8,3,51,0.0,0,267,59,95.1,254,116.0,76,66.1,5,800,355,6.0,13.6,3.15
Marquez Stevenson,41838,WR,HOUSTON,13,115,0,182,0,-2.1,10,85.2,,0,0,11.5,3,10,0,61.0,91.4,0,24,0.0,0,57,23,94.7,54,128.9,27,23.5,3,163,215,9.3,7.1,3.02,9.6,16,68.8,11.1,1,9,11.1,8,39,1,64.0,76.4,1,79,0.0,0,337,64,92.9,313,129.6,93,80.9,9,946,493,7.7,14.8,3.02
Sean Modster,47919,WR,BOISE ST,13,113,0,120,0,-1.0,1,100.0,,0,0,0.0,0,0,0,81.5,38.2,0,5,0.0,0,41,1,100.0,41,87.5,1,0.9,0,5,6,6.0,5.0,0.12,12.8,2,54.5,25.0,1,4,14.3,3,14,0,75.0,73.4,1,51,0.0,0,121,18,96.7,117,75.3,33,29.2,1,240,40,2.2,13.3,2.05
N'Keal Harry,48297,WR,ARIZONA ST,12,113,0,110,0,-2.1,9,95.7,,0,0,4.3,1,9,0,91.5,91.1,0,58,0.0,0,77,22,94.8,73,121.4,23,20.4,1,222,268,12.2,10.1,3.04,7.9,7,75.9,83.3,5,6,12.0,3,14,0,73.6,90.4,0,58,0.0,0,136,22,95.6,130,151.9,29,25.7,3,399,225,10.2,18.1,3.07
Parris Campbell,47940,WR,OHIO STATE,14,111,0,260,0,-2.6,7,97.1,,0,0,2.9,1,16,0,97.1,99.9,0,63,0.0,0,44,33,95.5,42,136.0,34,30.6,3,326,412,12.5,9.9,7.76,5.1,15,83.2,66.7,4,6,4.8,4,44,0,84.3,90.9,1,78,0.0,0,288,79,94.8,273,135.0,95,85.6,9,939,702,8.9,11.9,3.44
Kirk Merritt,35096,WR,ARK STATE,13,110,0,113,0,-3.2,14,95.1,,0,0,2.5,1,11,0,99.5,95.1,0,34,0.0,0,93,39,98.9,92,92.7,41,37.3,0,256,382,9.8,6.6,2.78,4.5,20,76.2,66.7,6,9,4.9,4,39,0,79.8,79.9,4,73,0.0,0,429,77,95.8,411,100.0,101,91.8,4,913,714,9.3,11.9,2.22
Johnathan Boone,40288,WR,NEW MEX ST,12,109,0,242,0,-1.2,0,100.0,,0,0,0.0,0,0,0,92.6,44.7,0,12,0.0,0,42,5,97.6,41,91.7,5,4.6,0,30,36,7.2,6.0,0.73,20.8,1,29.4,66.7,2,3,0.0,0,3,0,41.1,64.7,2,32,0.0,0,48,5,91.7,44,28.4,17,15.6,1,87,19,3.8,17.4,1.98
Laviska Shenault Jr.,61220,WR,COLORADO,9,108,0,143,0,-2.4,20,97.6,,0,0,0.0,0,8,1,99.9,90.7,1,89,1.1,1,89,40,97.8,87,104.6,41,38.0,2,313,412,10.3,7.8,3.6,6.0,11,87.0,100.0,4,4,0.0,0,23,0,90.8,91.4,1,89,0.6,1,172,40,90.7,156,128.7,46,42.6,3,545,327,8.2,13.6,3.49
K.J. Osborn,23503,WR,BUFFALO,14,107,0,126,0,-1.7,8,92.3,,0,0,7.7,1,6,1,72.2,76.2,0,53,0.0,0,41,12,95.1,39,149.5,13,12.1,2,135,154,12.8,11.3,3.46,14.6,10,53.7,16.7,2,12,12.2,5,24,1,69.4,79.3,1,75,0.7,2,293,36,90.1,264,93.1,67,62.6,4,523,222,6.2,14.5,1.98
Quez Watkins,61664,WR,SO MISS,11,107,0,296,0,-2.1,6,96.0,100.0,1,1,0.0,0,10,1,99.9,91.2,0,57,0.0,0,102,24,98.0,100,145.2,25,23.4,2,311,361,15.0,13.0,3.11,9.6,2,62.5,33.3,1,3,16.7,1,4,0,71.4,72.1,0,34,0.0,0,16,5,87.5,14,93.2,8,7.5,0,75,56,11.2,15.0,5.36
Scotty Miller,47481,WR,BOWL GREEN,11,107,0,122,0,-1.0,0,50.0,,0,0,0.0,0,0,0,81.5,43.0,0,0,0.0,0,24,1,95.8,23,56.3,2,1.9,0,0,0,0.0,0.0,0.0,10.6,3,66.7,41.7,5,12,6.5,4,39,1,77.7,87.1,4,63,0.0,0,334,58,93.4,312,109.9,87,81.3,8,851,304,5.2,14.7,2.73
Travis Fulgham,48023,WR,DOMINION,12,107,0,263,0,,0,,,0,0,,0,0,0,,37.4,0,0,0.0,0,41,0,97.6,40,0.0,0,0.0,0,0,0,,,0.0,17.7,0,42.1,50.0,1,2,11.1,1,7,0,68.7,72.8,1,31,0.0,0,58,8,91.4,53,78.6,19,17.8,2,129,18,2.3,16.1,2.43
DaMarkus Lodge,47858,WR,OLE MISS,11,106,0,226,0,-1.6,4,100.0,,0,0,0.0,0,3,0,96.5,74.5,0,30,0.0,0,48,10,97.9,47,99.2,10,9.4,0,78,94,9.4,7.8,1.66,,0,,,0,0,,0,0,0,57.1,80.1,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Jalen Hurd,45752,WR,BAYLOR,12,106,0,118,0,-2.7,1,100.0,,0,0,0.0,0,3,0,93.6,64.9,0,14,0.0,0,29,6,93.1,27,88.2,6,5.7,0,31,47,7.8,5.2,1.15,10.7,12,66.3,23.5,4,17,9.5,7,51,0,68.8,82.3,3,38,0.0,0,454,67,95.6,434,96.2,101,95.3,4,921,351,5.2,13.7,2.12
Austin Trammell,52195,WR,RICE,13,106,0,275,0,-3.0,2,100.0,,0,0,0.0,0,1,0,98.6,72.5,0,10,0.0,0,35,14,100.0,35,81.3,14,13.2,0,49,91,6.5,3.5,1.4,7.6,4,57.3,44.4,4,9,12.2,6,22,0,61.4,67.8,6,31,0.0,0,303,43,97.7,296,49.5,75,70.8,2,434,184,4.3,10.1,1.47
Stanley Morgan Jr.,48110,WR,NEBRASKA,12,106,0,238,0,-2.4,0,91.7,,0,0,8.3,1,3,0,69.2,44.0,0,13,0.0,0,96,11,95.8,92,91.3,12,11.3,0,71,96,8.7,6.5,0.77,9.5,4,71.9,100.0,1,1,4.2,1,13,0,86.9,78.8,0,37,0.0,0,100,23,92.0,92,142.2,32,30.2,4,312,150,6.5,13.6,3.39
TJ Rahming,47767,WR,DUKE,13,105,0,154,0,-3.3,1,96.3,,0,0,0.0,0,3,0,99.9,83.5,0,15,0.0,0,47,26,97.9,46,79.2,27,25.7,0,79,166,6.4,3.0,1.72,6.6,6,71.0,25.0,1,4,7.8,6,36,0,74.1,69.5,2,85,0.0,0,400,71,96.8,387,113.1,100,95.2,8,805,469,6.6,11.3,2.08
JoJo Ward,75940,WR,HAWAII,14,104,0,180,0,-1.2,4,81.8,,0,0,10.0,1,4,1,62.1,51.8,0,11,0.0,0,47,9,97.9,46,83.3,11,10.6,0,44,54,6.0,4.9,0.96,,0,,,0,0,,0,0,0,52.3,60.0,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0
Hakeem Butler,47928,WR,IOWA STATE,13,104,0,193,0,-2.0,0,100.0,100.0,1,1,0.0,0,1,0,81.5,46.3,0,25,0.0,0,56,1,100.0,56,118.8,1,1.0,0,25,27,27.0,25.0,0.45,18.4,7,69.7,62.5,5,8,8.0,2,21,0,38.3,84.3,0,51,0.0,0,118,23,93.2,110,151.8,33,31.7,5,573,153,6.7,24.9,5.21
Flynn Nagel,48118,WR,NWESTERN,13,104,0,256,0,-3.4,3,85.7,,0,0,0.0,0,1,0,97.6,65.0,0,17,0.0,0,36,12,100.0,36,87.2,14,13.5,0,69,106,8.8,5.8,1.92,8.1,10,67.3,52.6,10,19,5.6,4,36,0,75.1,74.4,5,61,0.0,0,408,68,94.6,386,75.9,101,97.1,2,769,377,5.5,11.3,1.99
Riley Miller,34826,WR,BALL ST,12,104,0,117,0,,0,,,0,0,,0,0,0,,35.3,0,0,0.0,0,52,0,98.1,51,0.0,0,0.0,0,0,0,,,0.0,11.9,1,71.4,50.0,2,4,0.0,0,17,0,85.1,74.0,0,32,0.0,0,108,20,94.4,102,136.8,28,26.9,3,265,67,3.4,13.3,2.6
Marquise Brown,61568,WR,OKLAHOMA,14,103,0,261,0,-2.8,8,90.5,,0,0,5.0,1,9,0,87.0,92.0,0,45,0.0,0,51,19,96.1,49,132.9,21,20.4,2,174,223,11.7,9.2,3.55,10.0,9,78.0,0.0,0,1,8.6,3,22,0,68.2,89.9,1,77,0.0,0,89,32,95.5,85,148.2,41,39.8,8,633,428,13.4,19.8,7.45
Collin Johnson,47808,WR,TEXAS,13,103,0,311,0,-0.6,1,100.0,,0,0,0.0,0,1,0,96.5,42.5,0,10,0.0,0,88,10,98.9,87,85.0,10,9.7,0,44,50,5.0,4.4,0.51,22.2,0,33.3,50.0,1,2,0.0,0,2,0,90.9,85.1,0,33,6.9,4,58,2,91.4,53,75.0,6,5.8,0,65,4,2.0,32.5,1.23
Aaron Fuller,47537,WR,WASHINGTON,14,103,0,340,0,-2.5,1,92.3,,0,0,0.0,0,2,0,97.6,70.8,0,19,0.0,0,55,12,96.4,53,94.6,13,12.6,0,87,122,10.2,7.3,1.64,10.9,3,63.3,38.5,5,13,9.5,4,24,0,70.2,75.8,2,42,0.0,0,175,38,96.0,168,94.9,60,58.3,3,536,210,5.5,14.1,3.19
Papi White,45926,WR,OHIO,13,103,0,259,0,-1.9,4,100.0,,0,0,0.0,0,7,2,99.9,87.9,0,15,0.0,0,25,18,100.0,25,93.1,18,17.5,0,114,149,8.3,6.3,4.56,12.7,6,60.0,25.0,3,12,8.9,5,37,2,68.7,79.5,3,76,0.0,0,312,51,93.6,292,103.0,85,82.5,7,779,330,6.5,15.3,2.67
Rico Bussey Jr.,45380,WR,N TEXAS,12,102,0,251,0,-2.4,1,88.9,,0,0,11.1,1,3,0,58.5,49.9,0,12,0.0,0,33,8,97.0,32,121.8,9,8.8,1,39,60,7.5,4.9,1.22,6.0,0,83.3,,0,0,0.0,0,4,0,42.2,72.5,0,15,0.0,0,11,5,100.0,11,138.2,6,5.9,1,46,50,10.0,9.2,4.18
Justin Hall,61158,WR,BALL ST,12,102,0,117,0,-4.0,7,96.0,,0,0,0.0,0,4,0,99.9,94.9,0,12,0.0,0,41,24,95.1,39,89.0,25,24.5,0,134,227,9.5,5.6,3.44,5.1,9,71.9,28.6,2,7,6.8,3,16,1,69.3,68.2,2,23,0.0,0,256,41,93.4,239,71.6,57,55.9,0,331,227,5.5,8.1,1.38
Jerry Jeudy,61103,WR,ALABAMA,15,101,0,103,0,-2.3,6,92.3,,0,0,7.7,1,5,0,72.8,67.3,0,15,0.0,0,61,12,98.4,60,86.2,13,12.9,0,61,88,7.3,5.1,1.02,13.1,14,66.2,62.5,5,8,3.9,2,35,1,78.9,90.4,5,81,0.0,0,276,49,96.4,266,120.8,74,73.3,12,951,398,8.1,19.4,3.58
Tay Martin,61811,WR,WASH STATE,13,100,0,341,0,-0.6,1,96.3,,0,0,0.0,0,8,0,99.9,70.6,0,23,0.0,0,72,26,97.2,70,89.0,27,27.0,0,145,160,6.2,5.6,2.07,8.7,0,66.7,0.0,0,1,0.0,0,0,0,90.9,62.9,0,4,0.0,0,9,2,100.0,9,70.1,3,3.0,0,6,15,7.5,3.0,0.67
Reggie Roberson Jr.,61815,WR,SMU,10,100,0,287,0,-1.8,0,91.7,0.0,0,1,0.0,0,3,0,97.1,55.8,1,11,0.0,0,54,11,100.0,54,52.1,12,12.0,0,58,79,7.2,5.3,1.07,12.8,0,66.7,100.0,2,2,25.0,2,5,0,49.2,67.9,0,33,4.5,1,22,6,90.9,20,92.8,9,9.0,0,76,20,3.3,12.7,3.8
Teddy Veal,26490,WR,LA TECH,12,100,0,208,0,-2.6,3,83.9,,0,0,7.1,2,5,0,78.2,64.2,0,19,0.0,0,90,26,100.0,90,86.8,31,31.0,0,150,219,8.4,5.8,1.67,7.0,10,70.1,30.0,3,10,10.5,8,34,0,56.7,69.5,2,41,0.0,0,426,68,96.0,409,86.1,97,97.0,1,717,390,5.7,10.5,1.75
Josh Oliver,47083,TE,S JOSE ST,12,99,0,285,0,-1.7,1,71.4,0.0,0,1,0.0,0,3,0,92.6,59.0,0,15,0.0,0,51,5,100.0,51,85.4,7,7.1,0,40,48,9.6,8.0,0.78,11.2,4,49.1,60.0,9,15,10.3,3,20,0,66.7,73.8,3,70,0.4,1,268,26,97.4,261,53.7,53,53.5,1,357,129,5.0,13.7,1.37
Miles Boykin,48209,WR,NOTRE DAME,13,98,0,258,0,-2.3,0,100.0,,0,0,0.0,0,3,0,93.6,55.5,0,19,0.0,0,59,6,96.6,57,137.5,6,6.1,1,45,59,9.8,7.5,0.79,13.8,0,78.6,80.0,4,5,0.0,0,9,0,81.5,77.0,0,38,0.0,0,67,11,92.5,62,149.7,14,14.3,3,146,56,5.1,13.3,2.35
Jovon Durante,47716,WR,FAU,12,98,0,165,0,-3.7,8,93.1,,0,0,3.6,1,7,0,94.1,87.1,0,49,1.1,1,95,27,94.7,90,109.5,29,29.6,1,218,320,11.9,8.1,2.42,6.8,6,70.8,100.0,1,1,0.0,0,10,0,70.8,79.2,1,49,0.0,0,47,17,91.5,43,97.6,24,24.5,1,230,230,13.5,13.5,5.35
Deebo Samuel,48274,WR,S CAROLINA,12,98,0,289,0,-3.4,8,95.7,50.0,1,2,0.0,0,9,0,99.9,98.6,0,21,0.0,0,46,22,95.7,44,107.2,23,23.5,1,144,220,10.0,6.5,3.27,3.4,16,79.4,66.7,2,3,3.6,1,14,0,80.5,82.8,2,89,0.0,0,77,27,90.9,70,111.5,34,34.7,3,326,312,11.6,12.1,4.66
K.J. Hill,28025,WR,OHIO STATE,14,98,0,260,0,-2.3,3,84.0,,0,0,8.7,2,8,0,69.7,92.2,0,24,0.0,0,43,21,97.7,42,104.8,25,25.5,1,149,201,9.6,7.1,3.55,7.7,7,69.8,33.3,4,12,6.3,4,37,1,70.3,86.0,1,42,0.0,0,324,60,93.2,302,113.3,86,87.8,5,795,447,7.5,13.3,2.63
Kaleb Fossum,33966,WR,NEVADA,13,97,0,239,0,-3.4,1,92.9,,0,0,7.1,1,2,0,47.4,44.7,0,10,0.0,0,67,13,98.5,66,79.2,14,14.4,0,36,81,6.2,2.8,0.55,6.9,9,72.6,40.0,2,5,6.8,5,37,0,70.0,72.7,3,34,0.2,1,404,69,97.0,392,84.5,95,97.9,1,719,375,5.4,10.4,1.83
Tyler Vaughns,40283,WR,USC,12,97,0,326,0,-3.3,3,100.0,,0,0,0.0,0,0,0,90.0,52.5,0,9,0.0,0,44,3,93.2,41,88.9,3,3.1,0,16,26,8.7,5.3,0.39,20.9,0,30.8,28.6,2,7,20.0,1,3,0,75.1,73.0,0,48,0.0,0,44,4,90.9,40,93.3,13,13.4,2,81,5,1.3,20.3,2.03
Justin McInnis,47865,WR,ARK STATE,13,97,0,113,0,-0.6,2,94.4,,0,0,5.6,1,5,0,83.5,60.4,0,15,0.0,0,86,17,97.7,84,90.0,18,18.6,0,101,110,6.5,5.9,1.2,10.5,1,53.8,0.0,0,2,12.5,1,1,0,58.2,70.2,1,7,0.0,0,45,7,95.6,43,53.0,13,13.4,1,36,41,5.9,5.1,0.84
Ron'Quavion Tarver,48171,WR,UTAH ST,13,97,0,329,0,-1.6,4,94.4,,0,0,0.0,0,5,1,99.9,61.2,0,16,0.0,0,75,17,97.3,73,88.9,18,18.6,0,96,125,7.4,5.6,1.32,,0,,,0,0,,0,0,0,68.5,69.3,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0
