player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Shaq Washington,38626,WR,CINCINNATI,13,133,0,138,0,-0.6,4,81.0,,0,0,5.6,1,4,0,85.7,66.3,1,11,0.0,0,62,17,98.4,61,63.9,21,15.8,0,86,102,6.0,5.1,1.41,9.5,9,66.9,,0,0,3.4,3,62,0,93.3,90.6,8,46,0.0,0,470,85,94.0,442,78.7,127,95.5,6,956,309,3.6,11.2,2.16
Gehrig Dieter,12163,WR,BOWL GREEN,14,132,0,122,0,-0.6,1,94.1,,0,0,5.9,1,4,0,81.6,47.7,0,11,0.0,0,117,16,96.6,113,88.7,17,12.9,0,90,100,6.3,5.6,0.8,14.8,0,30.0,,0,0,25.0,1,1,0,95.3,67.1,0,8,0.0,0,92,3,93.5,86,39.6,10,7.6,0,16,5,1.7,5.3,0.19
JuJu Smith-Schuster,11817,WR,USC,14,132,0,326,0,-2.2,3,100.0,,0,0,0.0,0,4,0,93.6,75.5,0,18,0.0,0,41,6,97.6,40,114.6,6,4.5,0,69,82,13.7,11.5,1.73,16.2,3,76.5,,0,0,13.3,2,10,1,54.3,80.7,0,54,0.0,0,75,13,94.7,71,157.5,17,12.9,4,256,99,7.6,19.7,3.61
Tyler Boyd,10689,WR,PITTSBURGH,12,131,0,268,0,-3.5,3,100.0,,0,0,0.0,0,8,0,99.9,98.9,0,12,0.0,0,35,30,97.1,34,88.3,30,22.9,0,156,261,8.7,5.2,4.59,7.0,5,75.9,,0,0,4.7,2,20,0,86.3,91.6,1,51,0.0,0,164,41,95.7,157,93.8,54,41.2,1,389,190,4.6,9.5,2.48
Christian Kirk,47546,WR,TEXAS A&M,13,131,0,312,0,-3.0,6,92.6,,0,0,7.4,2,11,0,78.6,94.0,0,29,0.0,0,56,25,98.2,55,93.5,27,20.6,0,174,250,10.0,7.0,3.16,9.4,13,59.7,,0,0,8.6,7,38,0,69.0,75.0,4,66,0.0,0,471,74,96.8,456,87.3,124,94.7,7,896,530,7.2,12.1,1.96
Kenny Golladay,11851,WR,N ILLINOIS,14,130,0,254,0,2.0,1,100.0,,0,0,0.0,0,1,0,90.0,42.8,0,16,0.0,0,57,3,98.2,56,98.6,3,2.3,0,23,17,5.7,7.7,0.41,15.6,1,52.9,,0,0,0.0,0,5,0,87.4,73.0,0,44,0.0,0,75,9,98.7,74,97.7,17,13.1,1,130,28,3.1,14.4,1.76
Dom Williams,16859,WR,WASH STATE,13,130,0,341,0,-0.4,3,68.8,,0,0,21.4,3,7,0,20.9,58.7,0,12,0.0,0,80,11,100.0,80,103.6,16,12.3,1,90,97,8.8,8.2,1.13,,0,,,0,0,,0,0,0,34.6,67.8,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
K.J. Maye,11248,WR,MINNESOTA,13,129,0,225,0,-2.8,0,88.9,,0,0,0.0,0,2,1,95.9,43.2,0,15,0.0,0,40,8,97.5,39,84.3,9,7.0,0,38,58,7.3,4.8,0.97,10.1,1,57.1,,0,0,12.5,4,18,0,61.9,76.0,2,28,0.0,0,122,28,94.3,115,68.9,49,38.0,2,266,98,3.5,9.5,2.31
Ed'Marques Batties,39438,WR,MIDDLE TN,13,128,0,224,0,-3.2,3,90.6,,0,0,3.3,1,7,1,95.2,60.9,0,35,0.0,0,120,29,98.3,118,109.4,32,25.0,2,168,261,9.0,5.8,1.42,6.0,7,82.6,,0,0,7.3,3,21,0,70.7,75.5,0,59,0.0,0,126,38,98.4,124,155.0,46,35.9,5,599,382,10.1,15.8,4.83
Roger Lewis Jr.,11246,WR,BOWL GREEN,14,127,0,122,0,-1.4,4,95.2,,0,0,0.0,0,6,0,99.9,62.9,1,12,0.0,0,112,20,96.4,108,85.5,21,16.5,1,115,142,7.1,5.8,1.06,24.5,1,52.9,,0,0,18.2,2,7,0,68.8,73.1,0,68,0.0,0,83,9,96.4,80,137.9,17,13.4,4,278,91,10.1,30.9,3.48
Alex Erickson,11107,WR,WISCONSIN,13,127,0,349,0,-2.3,2,100.0,,0,0,0.0,0,1,0,90.0,79.7,0,9,0.0,0,11,3,100.0,11,86.1,3,2.4,0,14,21,7.0,4.7,1.27,12.7,6,53.8,,0,0,14.6,6,29,0,49.3,82.7,2,31,0.0,0,203,35,96.6,196,78.6,65,51.2,3,453,113,3.2,12.9,2.31
Trent Taylor,11932,WR,LA TECH,13,127,0,208,0,-1.0,10,96.3,,0,0,0.0,0,10,1,99.9,92.7,0,32,0.0,0,71,26,97.2,69,104.5,27,21.3,0,245,274,10.5,9.4,3.55,9.2,21,78.0,,0,0,2.9,3,60,2,91.4,90.5,2,63,0.2,1,479,99,95.6,458,125.9,127,100.0,9,1284,631,6.4,13.0,2.8
Geronimo Allison,11141,WR,ILLINOIS,12,127,0,187,0,-2.6,1,100.0,,0,0,0.0,0,2,0,94.5,47.9,0,13,0.0,0,75,7,97.3,73,90.5,7,5.5,0,40,58,8.3,5.7,0.55,9.4,0,53.3,,0,0,20.0,2,5,0,38.8,63.7,0,19,0.0,0,63,8,93.7,59,68.8,15,11.8,0,80,35,4.4,10.0,1.36
Nelson Spruce,11199,WR,COLORADO,13,126,0,143,0,-1.5,1,50.0,,0,0,0.0,0,0,0,81.5,46.7,0,9,0.0,0,42,1,92.9,39,62.5,2,1.6,0,9,11,11.0,9.0,0.23,11.5,0,50.0,,0,0,20.0,1,3,0,93.2,83.1,0,29,0.0,0,33,4,93.9,31,76.0,8,6.3,0,62,22,5.5,15.5,2.0
Isaiah Ford,11991,WR,VA TECH,13,126,0,337,0,-4.7,2,100.0,,0,0,0.0,0,4,1,97.1,86.4,0,75,0.0,0,28,11,100.0,28,147.7,11,8.7,1,134,186,16.9,12.2,4.79,16.3,0,50.0,,0,0,0.0,0,5,0,87.3,86.3,0,36,0.0,0,39,6,94.9,37,77.1,12,9.5,0,96,32,5.3,16.0,2.59
Zay Jones,11792,WR,E CAROLINA,12,125,0,156,0,-2.3,7,91.7,,0,0,0.0,0,4,0,97.1,90.6,0,21,0.0,0,48,11,100.0,48,92.7,12,9.6,0,75,102,9.3,6.8,1.56,7.6,22,79.0,,0,0,3.1,3,56,0,92.8,90.6,1,36,0.0,0,463,94,96.3,446,113.9,119,95.2,5,1050,523,5.6,11.2,2.35
Jakeem Grant,10820,WR,TEXAS TECH,13,124,0,315,0,-3.4,16,94.4,,0,0,0.0,0,11,1,99.9,91.5,0,21,0.0,0,81,34,100.0,81,103.4,36,29.0,1,237,353,10.4,7.0,2.93,8.6,25,68.6,,0,0,11.4,9,40,1,71.5,85.2,2,90,0.0,0,432,70,96.1,415,125.9,102,82.3,9,1111,729,10.4,15.9,2.68
Calvin Ridley,48262,WR,ALABAMA,15,123,0,103,0,-3.1,7,97.1,,0,0,2.9,1,8,0,98.4,73.7,0,14,0.0,0,92,34,97.8,90,84.0,35,28.5,0,146,253,7.4,4.3,1.62,7.2,3,78.1,,0,0,0.0,0,11,0,72.7,82.7,0,81,0.0,0,82,25,92.7,76,155.6,32,26.0,4,379,264,10.6,15.2,4.99
Jordan Payton,10788,WR,UCLA,13,123,0,324,0,-1.1,3,66.7,,0,0,25.0,2,2,0,17.6,46.4,0,19,0.0,0,72,6,98.6,71,76.6,9,7.3,0,41,46,7.7,6.8,0.58,32.0,0,0.0,,0,0,,0,0,0,84.7,89.3,0,0,0.0,0,21,0,90.5,19,39.6,1,0.8,0,0,0,,,0.0
Laquon Treadwell,10657,WR,OLE MISS,13,122,0,226,0,-1.7,4,82.4,,0,0,6.7,1,4,1,77.3,46.8,1,13,1.5,1,65,14,96.9,63,60.3,17,13.9,0,74,97,6.9,5.3,1.17,2.3,1,78.6,,0,0,0.0,0,4,1,74.6,89.5,1,20,0.0,0,39,11,94.9,37,82.7,14,11.5,1,74,62,5.6,6.7,2.0
Artavis Scott,12044,WR,CLEMSON,15,121,0,140,0,-3.4,10,96.2,,0,0,0.0,0,13,1,99.9,89.0,0,27,0.0,0,94,51,97.9,92,85.9,53,43.8,0,245,419,8.2,4.8,2.66,2.6,5,84.8,,0,0,0.0,0,10,1,88.1,76.4,1,50,0.0,0,81,28,93.8,76,78.4,33,27.3,0,193,202,7.2,6.9,2.54
Zach Pascal,12303,WR,DOMINION,12,120,0,263,0,-1.8,4,93.8,,0,0,6.3,1,5,0,79.6,65.2,0,16,0.0,0,50,15,100.0,50,110.9,16,13.3,1,90,116,7.7,6.0,1.8,12.3,4,57.9,,0,0,8.3,2,12,0,67.0,78.3,0,49,0.0,0,151,22,96.7,146,109.2,38,31.7,3,297,110,5.0,13.5,2.03
Robbie Anderson,11254,WR,TEMPLE,14,120,0,306,0,-2.3,3,83.3,,0,0,16.7,2,1,0,39.7,60.2,0,12,0.0,0,34,10,94.1,32,79.2,12,10.0,0,29,51,5.1,2.9,0.91,11.1,3,63.2,,0,0,20.0,3,4,0,26.9,69.2,0,16,0.0,0,49,12,91.8,45,93.3,19,15.8,1,96,31,2.6,8.0,2.13
Fred Ross,12091,WR,MISS STATE,13,119,0,227,0,-2.4,10,92.5,,0,0,2.6,1,10,0,98.8,89.7,0,59,0.0,0,69,37,100.0,69,113.8,40,33.6,2,292,380,10.3,7.9,4.23,6.9,15,72.6,,0,0,6.8,6,41,0,87.8,84.5,0,59,0.3,1,391,82,97.2,380,112.8,113,95.0,5,962,629,7.7,11.7,2.53
Sterling Shepard,10674,WR,OKLAHOMA,13,118,0,261,0,-3.2,4,100.0,,0,0,0.0,0,5,0,98.6,80.8,0,23,0.0,0,69,13,98.6,68,90.4,13,11.0,0,74,115,8.8,5.7,1.09,9.4,9,82.5,,0,0,2.9,2,50,0,90.0,93.2,1,74,0.6,2,333,66,95.5,318,138.5,80,67.8,6,1015,390,5.9,15.4,3.19
Ajalen Holley,47699,WR,LA MONROE,12,117,0,209,0,-2.5,3,81.8,,0,0,18.2,2,1,1,29.2,34.0,0,47,0.0,0,56,9,98.2,55,116.3,11,9.4,1,51,75,8.3,5.7,0.93,9.9,6,54.1,,0,0,16.4,9,30,1,24.8,65.3,5,69,0.0,0,286,46,97.6,279,71.6,85,72.6,5,598,240,5.2,13.0,2.14
Carlos Harris,18681,WR,N TEXAS,12,116,0,251,0,-2.0,1,88.9,,0,0,11.1,1,0,0,57.7,53.9,0,6,0.0,0,24,8,100.0,24,80.1,9,7.8,0,29,45,5.6,3.6,1.21,12.3,3,63.4,,0,0,6.3,3,23,0,69.6,63.6,1,93,0.0,0,270,45,95.6,258,116.5,71,61.2,7,589,191,4.2,13.1,2.28
Chris Godwin,11839,WR,PENN STATE,13,116,0,266,0,-1.5,2,75.0,,0,0,0.0,0,4,0,97.6,80.8,0,19,0.0,0,62,12,98.4,61,95.8,16,13.8,0,120,135,11.3,10.0,1.97,7.1,2,73.3,,0,0,4.3,1,16,0,78.7,79.6,0,51,0.0,0,125,22,95.2,119,132.1,30,25.9,2,336,194,8.8,15.3,2.82
Corey Coleman,10649,WR,BAYLOR,12,116,0,118,0,-0.8,1,93.3,,0,0,6.7,1,3,0,81.6,71.2,0,36,2.8,1,36,14,91.7,33,93.9,15,12.9,0,98,110,7.9,7.0,2.97,13.5,0,63.6,,0,0,16.0,4,13,0,56.5,90.2,2,81,1.0,1,98,21,90.8,89,115.5,33,28.4,5,365,123,5.9,17.4,4.1
Jared Dangerfield,11225,WR,W KENTUCKY,14,115,0,346,0,-0.9,6,88.2,,0,0,6.3,1,5,0,79.6,56.7,0,21,0.0,0,92,15,98.9,91,127.5,17,14.8,2,88,108,7.2,5.9,0.97,5.7,0,77.8,,0,0,12.5,1,2,0,60.3,73.8,0,9,0.0,0,22,7,95.5,21,118.5,9,7.8,1,32,19,2.7,4.6,1.52
Mike Thomas,10840,WR,SO MISS,13,113,0,296,0,-0.2,0,76.9,,0,0,9.1,1,2,0,74.9,48.7,0,13,0.0,0,56,10,91.1,51,81.9,13,11.5,0,49,52,5.2,4.9,0.96,14.0,0,73.3,,0,0,8.3,1,7,0,66.5,85.1,0,47,0.0,0,80,11,95.0,76,137.5,15,13.3,1,190,35,3.2,17.3,2.5
Pharoh Cooper,10751,WR,S CAROLINA,12,111,0,289,0,-2.4,5,95.7,,0,0,0.0,0,3,0,99.9,86.8,0,40,0.0,0,48,22,95.8,46,88.2,23,20.7,0,119,169,7.7,5.4,2.59,9.2,7,57.3,,0,0,7.8,4,25,0,75.7,82.0,4,78,0.0,0,336,47,96.1,323,88.1,82,73.9,6,673,382,8.1,14.3,2.08
Taywan Taylor,11827,WR,W KENTUCKY,14,111,0,346,0,-1.8,9,100.0,,0,0,0.0,0,8,0,99.9,92.2,0,32,0.0,0,78,25,98.7,77,99.7,25,22.5,0,198,243,9.7,7.9,2.57,8.4,7,77.5,,0,0,8.8,3,12,0,86.4,90.9,1,54,0.0,0,123,31,97.6,120,135.3,40,36.0,5,379,169,5.5,12.2,3.16
Hunter Sharp,11078,WR,UTAH ST,11,111,0,329,0,-3.4,7,95.8,,0,0,4.2,1,8,1,91.7,78.4,0,39,0.0,0,51,23,98.0,50,103.3,24,21.6,1,131,208,9.0,5.7,2.62,4.1,4,78.1,,0,0,7.4,2,8,1,69.1,72.7,0,42,0.0,0,59,25,96.6,57,115.1,32,28.8,2,212,167,6.7,8.5,3.72
Sebastian Smith,48067,WR,OHIO,13,109,0,259,0,-2.8,1,100.0,,0,0,0.0,0,1,1,91.4,35.9,0,12,0.0,0,40,4,97.5,39,79.2,4,3.7,0,12,23,5.8,3.0,0.31,31.3,0,33.3,,0,0,0.0,0,0,0,90.4,71.7,1,6,0.0,0,16,1,100.0,16,2.8,3,2.8,0,6,9,9.0,6.0,0.38
KeVonn Mabon,12295,WR,BALL ST,12,109,0,117,0,-3.2,2,100.0,,0,0,0.0,0,3,0,93.6,66.3,0,14,0.0,0,41,6,95.1,39,97.2,6,5.5,0,44,63,10.5,7.3,1.13,7.1,2,77.8,,0,0,3.4,1,11,1,76.0,65.8,1,40,0.0,0,144,28,93.1,134,89.9,36,33.0,0,301,112,4.0,10.8,2.25
Jerico Richardson,47944,WR,NEVADA,13,108,0,239,0,-2.8,1,81.8,,0,0,0.0,0,5,0,95.9,89.3,0,26,0.0,0,27,9,96.3,26,100.0,11,10.2,0,88,112,12.4,9.8,3.38,8.7,11,62.1,,0,0,10.6,7,37,0,59.8,73.8,1,37,0.0,0,343,59,94.8,325,91.0,95,88.0,4,628,297,5.0,10.6,1.93
Josh Doctson,10656,WR,TCU,10,108,0,305,0,-0.6,0,80.0,,0,0,20.0,1,1,0,29.3,36.2,0,9,0.0,0,42,4,95.2,40,85.0,5,4.6,0,22,23,5.8,5.5,0.55,9.8,0,90.9,,0,0,9.1,1,9,0,73.9,94.7,0,26,0.0,0,20,10,100.0,20,118.8,11,10.2,0,150,40,4.0,15.0,7.5
Rashard Higgins,10806,WR,COLO STATE,12,107,0,144,0,-0.6,1,87.5,,0,0,0.0,0,5,0,94.5,95.2,0,23,0.0,0,24,7,100.0,24,110.4,8,7.5,0,84,90,12.9,12.0,3.5,14.2,0,70.0,,0,0,0.0,0,11,0,80.9,89.1,0,35,0.0,0,46,14,93.5,43,119.4,20,18.7,1,203,60,4.3,14.5,4.72
Simmie Cobbs,28580,WR,INDIANA,13,106,0,190,0,1.0,4,100.0,,0,0,0.0,0,3,0,93.6,71.7,0,32,0.0,0,55,6,100.0,55,118.8,6,5.7,0,94,88,14.7,15.7,1.71,18.3,0,33.3,,0,0,50.0,1,1,0,32.8,72.5,0,13,0.0,0,7,1,100.0,7,47.9,3,2.8,0,13,13,13.0,13.0,1.86
D.J. Foster,11214,WR,ARIZONA ST,13,106,0,110,0,-2.5,5,85.7,,0,0,0.0,0,6,0,99.9,94.3,0,26,2.1,1,48,18,95.8,46,95.4,21,19.8,0,145,190,10.6,8.1,3.15,8.8,4,52.6,,0,0,14.3,5,17,0,46.1,65.2,0,26,0.5,1,186,30,98.4,183,73.5,57,53.8,1,297,167,5.6,9.9,1.62
Josh Atkinson,48293,WR,TULSA,13,106,0,320,0,-0.2,2,91.7,,0,0,8.3,1,3,0,69.2,63.7,0,12,0.0,0,43,11,95.3,41,90.3,12,11.3,0,68,69,6.3,6.2,1.66,1.0,0,100.0,,0,0,0.0,0,1,0,73.9,68.5,0,10,0.0,0,23,2,91.3,21,95.8,2,1.9,0,14,12,6.0,7.0,0.67
Penny Hart,13534,WR,GA STATE,13,106,0,175,0,-1.6,3,87.5,,0,0,12.5,2,6,0,51.5,88.1,0,34,0.0,0,23,14,91.3,21,138.3,16,15.1,2,123,149,10.6,8.8,5.86,9.9,8,66.7,,0,0,10.5,8,37,0,63.4,75.3,3,63,0.0,0,430,68,94.7,407,113.4,102,96.2,8,1026,578,8.5,15.1,2.52
Jordan Westerkamp,47515,WR,NEBRASKA,13,104,0,238,0,-2.4,4,90.9,,0,0,0.0,0,5,1,96.5,69.7,0,14,0.0,0,47,10,97.9,46,115.2,11,10.6,1,48,73,7.3,4.8,1.04,11.8,9,62.5,,0,0,11.8,8,47,1,56.4,87.3,3,38,0.0,0,371,60,94.1,349,102.0,96,92.3,7,842,254,4.2,14.0,2.41
James Washington,47792,WR,OKLA STATE,13,103,0,262,0,-1.7,2,91.7,,0,0,8.3,1,7,0,69.2,81.1,0,75,0.0,0,57,11,96.5,55,158.3,12,11.7,2,204,221,20.1,18.5,3.71,4.8,1,77.8,,0,0,12.5,1,3,0,46.7,74.8,0,24,0.0,0,32,7,100.0,32,95.8,9,8.7,0,63,63,9.0,9.0,1.97
Marcus Green,47662,WR,LA MONROE,12,103,0,209,0,-2.7,2,93.3,,0,0,0.0,0,2,0,98.6,61.5,0,7,0.0,0,32,14,96.9,31,79.2,15,14.6,0,36,74,5.3,2.6,1.16,8.0,7,60.0,,0,0,14.3,9,31,0,60.1,74.2,2,49,0.0,0,312,54,96.2,300,90.8,90,87.4,5,636,363,6.7,11.8,2.12
Davonte Allen,10963,WR,MARSHALL,13,103,0,214,0,-2.0,1,100.0,,0,0,0.0,0,3,0,93.6,62.8,0,15,0.0,0,39,6,97.4,38,97.9,6,5.8,0,45,57,9.5,7.5,1.18,,0,,,0,0,,0,0,0,83.9,71.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Mitch Mathews,11179,WR,BYU,13,103,0,128,0,-1.5,0,50.0,,0,0,0.0,0,0,0,81.5,47.9,0,-3,0.0,0,11,1,100.0,11,56.3,2,1.9,0,-3,0,0.0,-3.0,-0.27,23.5,0,42.9,,0,0,14.3,1,5,0,72.4,70.1,2,38,0.0,0,71,6,91.5,65,72.3,14,13.6,2,116,8,1.3,19.3,1.78
Dorian Baker,28585,WR,KENTUCKY,12,103,0,202,0,-1.0,7,87.5,,0,0,4.5,1,10,0,90.0,89.6,0,19,0.0,0,81,21,97.5,79,108.9,24,23.3,1,163,183,8.7,7.8,2.06,11.0,1,100.0,,0,0,0.0,0,1,0,72.9,70.3,0,29,0.0,0,10,2,90.0,9,118.8,2,1.9,0,37,15,7.5,18.5,4.11
Devonte Boyd,47983,WR,UNLV,12,102,0,325,0,0.0,0,100.0,,0,0,0.0,0,1,0,81.5,51.4,0,10,0.0,0,28,1,96.4,27,108.3,1,1.0,0,10,10,10.0,10.0,0.37,15.0,0,66.7,,0,0,0.0,0,5,0,58.8,72.1,0,37,0.0,0,29,6,89.7,26,140.7,9,8.8,2,94,20,3.3,15.7,3.62
Casey Martin,19137,WR,SO MISS,14,102,0,296,0,-2.6,1,80.0,,0,0,0.0,0,0,0,92.6,50.0,0,4,0.0,0,31,4,90.3,28,79.2,5,4.9,0,6,16,4.0,1.5,0.21,7.2,6,78.6,,0,0,6.1,5,39,1,81.1,83.2,1,50,0.0,0,431,77,94.9,409,119.7,98,96.1,6,867,388,5.0,11.3,2.12
ArDarius Stewart,11834,WR,ALABAMA,15,101,0,103,0,-2.9,10,92.9,,0,0,3.7,1,7,1,93.5,73.5,0,37,0.0,0,98,26,98.0,96,90.5,28,27.7,0,160,236,9.1,6.2,1.67,5.3,11,79.4,,0,0,6.9,2,9,1,57.3,64.3,1,38,0.0,0,117,27,94.9,111,97.9,34,33.7,1,275,205,7.6,10.2,2.48
Will Fuller V,10655,WR,NOTRE DAME,13,100,0,258,0,-2.4,0,90.9,,0,0,0.0,0,2,0,97.1,55.8,1,23,0.0,0,65,10,95.4,62,48.5,11,11.0,0,52,77,7.7,5.2,0.84,5.0,0,0.0,,0,0,100.0,1,0,0,50.5,72.5,0,0,0.0,0,31,0,96.8,30,39.6,1,1.0,0,0,0,,,0.0
Taquan Mizzell Sr.,45675,HB,VIRGINIA,12,99,0,335,0,-4.2,6,92.6,,0,0,3.8,1,7,0,92.9,94.3,1,80,1.6,1,62,25,96.8,60,96.0,27,27.3,1,210,319,12.8,8.4,3.5,5.1,8,61.5,,0,0,11.1,2,16,0,78.3,93.3,1,45,0.0,0,90,16,95.6,86,83.0,26,26.3,1,205,167,10.4,12.8,2.38
DeAngelo Yancey,11930,WR,PURDUE,12,98,0,273,0,-2.5,0,100.0,,0,0,0.0,0,0,0,91.4,40.0,0,3,0.0,0,52,4,94.2,49,79.2,4,4.1,0,1,11,2.8,0.3,0.02,3.5,0,75.0,,0,0,0.0,0,1,0,57.2,64.1,0,16,0.0,0,21,3,95.2,20,80.2,4,4.1,0,15,6,2.0,5.0,0.75
De'Runnya Wilson,18753,WR,MISS STATE,13,98,0,227,0,-0.8,0,100.0,,0,0,0.0,0,0,0,92.6,41.8,0,9,0.0,0,69,5,100.0,69,94.2,5,5.1,0,33,37,7.4,6.6,0.48,14.0,0,64.0,,0,0,5.9,1,12,0,72.4,80.7,1,48,0.0,0,96,16,95.8,92,119.2,25,25.5,3,245,66,4.1,15.3,2.66
