player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Keevan Lucas,47572,WR,TULSA,13,137,0,320,0,-2.2,2,83.3,,0,0,16.7,2,1,0,34.2,49.8,0,8,0.0,0,36,10,100.0,36,84.0,12,8.8,0,50,72,7.2,5.0,1.39,12.8,12,60.6,,0,0,13.0,12,50,1,53.2,72.9,6,74,0.0,0,474,80,94.7,449,107.4,132,96.4,15,1135,346,4.3,14.2,2.53
Isaiah Ford,11991,WR,VA TECH,14,137,0,337,0,-1.3,0,100.0,,0,0,0.0,0,2,0,95.9,43.3,0,9,0.0,0,54,9,100.0,54,86.6,9,6.6,0,43,55,6.1,4.8,0.8,14.4,0,40.0,,0,0,50.0,2,2,0,75.7,78.5,0,27,0.0,0,9,2,100.0,9,70.4,5,3.6,0,42,16,8.0,21.0,4.67
Carlos Henderson,11837,WR,LA TECH,13,137,0,208,0,-1.4,10,100.0,,0,0,0.0,0,6,0,98.6,89.0,0,74,0.0,0,60,14,100.0,60,142.3,14,10.2,1,174,194,13.9,12.4,2.9,1.1,5,87.5,,0,0,0.0,0,5,0,85.0,93.3,1,74,0.0,0,21,7,95.2,20,79.2,8,5.8,0,134,139,19.9,19.1,6.7
Corey Davis,11760,WR,W MICHIGAN,14,136,0,347,0,-3.0,0,100.0,,0,0,0.0,0,4,0,99.9,73.9,0,21,0.0,0,49,17,98.0,48,95.6,17,12.5,0,118,169,9.9,6.9,2.46,8.4,4,80.4,,0,0,4.3,2,24,0,56.6,87.4,1,70,0.0,0,125,45,95.2,119,127.6,56,41.2,4,599,356,7.9,13.3,5.03
Anthony Miller,48160,WR,MEMPHIS,13,135,0,218,0,-2.5,1,91.3,,0,0,0.0,0,7,0,99.9,76.6,0,22,0.0,0,65,21,100.0,65,94.2,23,17.0,0,152,204,9.7,7.2,2.34,8.6,0,67.4,,0,0,3.1,1,22,0,89.4,89.1,0,31,0.0,0,139,31,95.7,133,118.3,46,34.1,4,343,144,4.6,11.1,2.58
Courtland Sutton,48164,WR,SMU,12,130,0,287,0,,0,,,0,0,,0,0,0,,38.9,0,0,0.0,0,34,0,97.1,33,0.0,0,0.0,0,0,0,,,0.0,15.1,0,63.6,,0,0,12.5,2,10,0,81.0,86.3,0,37,0.0,0,91,14,92.3,84,127.8,22,16.9,2,224,42,3.0,16.0,2.67
Gabe Marks,12245,WR,WASH STATE,13,130,0,341,0,-1.3,3,93.3,,0,0,6.7,1,2,0,98.6,54.1,0,14,0.0,0,67,14,98.5,66,87.2,15,11.5,0,74,93,6.6,5.3,1.12,15.5,0,70.6,,0,0,7.7,1,8,0,87.4,71.6,1,37,0.0,0,70,12,92.9,65,113.1,17,13.1,2,153,52,4.3,12.8,2.35
Austin Carr,12215,WR,NWESTERN,13,129,0,256,0,-2.6,1,90.0,,0,0,10.0,1,4,0,62.1,75.5,0,14,0.0,0,26,9,100.0,26,95.8,10,7.8,0,70,94,10.4,7.8,2.69,10.7,9,69.8,,0,0,4.3,4,64,0,90.2,94.2,4,58,0.0,0,448,90,95.5,428,118.6,129,100.0,12,1247,435,4.8,13.9,2.91
James Washington,47792,WR,OKLA STATE,13,127,0,262,0,-1.4,4,76.9,,0,0,0.0,0,8,0,97.1,76.4,0,33,0.0,0,60,10,98.3,59,122.6,13,10.2,1,96,109,10.9,9.6,1.63,8.5,2,63.6,,0,0,12.5,1,3,0,68.7,82.8,0,16,0.0,0,58,7,100.0,58,74.1,11,8.7,0,50,24,3.4,7.1,0.86
Christian Kirk,47546,WR,TEXAS A&M,13,126,0,312,0,-3.2,4,100.0,,0,0,0.0,0,3,0,99.9,83.9,0,19,0.0,0,51,23,98.0,50,84.1,23,18.3,0,96,170,7.4,4.2,1.92,9.7,10,65.2,,0,0,7.4,6,33,0,78.6,75.6,2,69,0.0,0,440,75,95.7,421,108.0,115,91.3,9,902,492,6.6,12.0,2.14
Ryan Switzer,11888,WR,N CAROLINA,13,126,0,245,0,-2.7,7,89.7,,0,0,0.0,0,4,1,99.9,74.3,0,58,0.0,0,58,26,96.6,56,91.4,29,23.0,0,172,243,9.3,6.6,3.07,8.2,8,77.8,,0,0,2.3,2,45,1,92.3,81.1,1,75,0.0,0,371,84,94.9,352,112.2,108,85.7,4,960,452,5.4,11.4,2.73
KeVonn Mabon,12295,WR,BALL ST,12,124,0,117,0,-2.5,2,84.6,,0,0,8.3,1,7,0,69.2,95.0,0,44,0.0,0,21,11,95.2,20,110.3,13,10.5,0,136,163,14.8,12.4,6.8,5.7,4,69.6,,0,0,0.0,0,11,0,90.5,82.0,2,44,0.0,0,82,16,96.3,79,72.4,23,18.5,1,188,144,9.0,11.8,2.38
John Ross,11764,WR,WASHINGTON,14,123,0,340,0,-2.5,2,90.9,,0,0,0.0,0,1,1,96.5,66.0,0,11,0.0,0,19,10,100.0,19,83.7,11,8.9,0,45,70,7.0,4.5,2.37,22.3,2,66.7,,0,0,0.0,0,6,0,85.4,81.6,0,60,0.0,0,41,8,97.6,40,149.3,12,9.8,3,211,33,4.1,26.4,5.28
Tanner Gentry,12170,WR,WYOMING,14,122,0,351,0,-1.7,0,33.3,,0,0,50.0,1,0,0,0.0,33.8,0,-3,0.0,0,29,1,93.1,27,42.4,3,2.5,0,-3,0,0.0,-3.0,-0.11,15.0,1,67.3,,0,0,2.6,1,26,1,79.1,88.6,2,48,0.0,0,172,37,97.1,167,126.7,55,45.1,7,583,106,2.9,15.8,3.49
Ervin Philips,47518,WR,SYRACUSE,12,122,0,304,0,-1.7,3,94.7,,0,0,0.0,0,6,0,99.9,59.9,0,41,0.0,0,103,18,96.1,99,93.4,19,15.6,0,122,154,8.6,6.8,1.23,6.2,6,73.1,,0,0,6.5,6,44,1,76.2,71.0,2,58,0.0,0,525,87,95.6,502,99.8,119,97.5,6,772,357,4.1,8.9,1.54
Robert Davis,11964,WR,GA STATE,12,122,0,175,0,-2.0,3,100.0,,0,0,0.0,0,2,0,93.6,79.7,0,20,0.0,0,21,6,95.2,20,95.8,6,4.9,0,42,54,9.0,7.0,2.1,12.5,0,56.3,,0,0,10.0,1,6,0,81.6,71.3,0,40,0.0,0,48,9,97.9,47,88.8,16,13.1,0,153,67,7.4,17.0,3.26
J'Mon Moore,48316,WR,MISSOURI,12,122,0,229,0,-1.8,1,70.0,,0,0,22.2,2,1,0,22.2,38.3,0,16,0.0,0,54,7,100.0,54,78.8,10,8.2,0,44,57,8.1,6.3,0.81,16.5,0,50.0,,0,0,0.0,0,0,0,47.9,58.1,0,2,0.0,0,9,1,100.0,9,56.3,2,1.6,0,2,6,6.0,2.0,0.22
Steven Sims,48341,WR,KANSAS,12,121,0,198,0,-2.5,5,93.3,,0,0,6.7,1,3,0,77.8,64.4,0,19,0.0,0,49,14,98.0,48,84.2,15,12.4,0,63,96,6.9,4.5,1.31,8.6,1,60.0,,0,0,14.3,1,2,0,80.6,65.5,2,34,0.0,0,29,6,100.0,29,68.3,10,8.3,1,54,38,6.3,9.0,1.86
Marcus Kemp,12137,WR,HAWAII,14,120,0,180,0,-1.8,2,100.0,,0,0,0.0,0,2,0,91.4,67.8,0,12,0.0,0,21,4,100.0,21,96.9,4,3.3,0,29,36,9.0,7.3,1.38,10.3,1,100.0,,0,0,0.0,0,3,0,77.6,78.6,0,12,0.0,0,23,3,91.3,21,147.9,3,2.5,2,30,15,5.0,10.0,1.43
Josh Atkinson,48293,WR,TULSA,13,120,0,320,0,-0.3,0,75.0,,0,0,0.0,0,1,0,90.0,41.8,1,9,0.0,0,34,3,100.0,34,45.8,4,3.3,0,20,23,7.7,6.7,0.59,4.0,0,100.0,,0,0,0.0,0,1,0,84.4,76.3,0,14,0.0,0,7,1,100.0,7,118.8,1,0.8,0,14,10,10.0,14.0,2.0
Thomas Sperbeck,47487,WR,BOISE ST,13,119,0,120,0,-2.9,2,87.5,,0,0,6.7,1,8,1,77.3,76.2,0,35,0.0,0,55,14,98.2,54,120.3,16,13.4,1,126,169,12.1,9.0,2.33,12.5,6,69.6,,0,0,9.8,6,39,1,73.7,77.8,1,54,0.0,0,309,55,98.1,303,132.5,79,66.4,8,833,333,6.1,15.1,2.75
Fred Ross,12091,WR,MISS STATE,13,117,0,227,0,-2.0,2,91.7,,0,0,8.3,1,4,0,69.2,63.4,0,15,0.0,0,47,11,100.0,47,127.8,12,10.3,2,62,83,7.5,5.6,1.32,9.1,3,60.9,,0,0,9.3,4,24,0,62.6,77.2,2,38,0.0,0,221,39,93.7,207,100.1,64,54.7,6,445,183,4.7,11.4,2.15
Allen Lazard,48135,WR,IOWA STATE,12,117,0,193,0,-1.0,1,100.0,,0,0,0.0,0,1,0,90.0,63.5,0,30,0.0,0,54,3,92.6,50,112.5,3,2.6,0,33,36,12.0,11.0,0.66,13.1,1,58.3,,0,0,12.5,3,20,0,63.9,85.8,0,48,0.0,0,132,21,93.9,124,119.2,36,30.8,3,352,94,4.5,16.8,2.84
Scotty Miller,47481,WR,BOWL GREEN,12,116,0,122,0,-3.5,1,100.0,,0,0,0.0,0,5,0,96.5,79.5,0,24,0.0,0,30,10,100.0,30,102.1,10,8.6,0,85,120,12.0,8.5,2.83,9.5,5,63.4,,0,0,6.6,5,39,0,84.9,75.6,5,72,0.2,1,432,71,93.5,404,97.6,112,96.6,9,927,522,7.4,13.1,2.29
Emanuel Thompson,47761,WR,TROY,13,114,0,318,0,-1.0,10,95.7,,0,0,4.3,1,8,1,90.8,70.1,0,29,0.0,0,58,22,96.6,56,112.1,23,20.2,1,171,193,8.8,7.8,3.05,,0,,,0,0,,0,0,0,92.7,70.1,0,0,9.1,1,11,0,81.8,9,0.0,0,0.0,0,0,0,,,0.0
Calvin Ridley,48262,WR,ALABAMA,15,114,0,103,0,-2.8,3,90.3,,0,0,6.7,2,10,0,84.3,77.5,0,52,0.0,0,84,28,96.4,81,110.9,31,27.2,2,169,249,8.9,6.0,2.09,4.0,3,64.9,,0,0,11.1,3,10,0,50.1,64.4,2,28,0.0,0,107,24,97.2,104,86.5,37,32.5,4,150,168,7.0,6.3,1.44
Michael Gallup,26075,WR,COLO STATE,13,112,0,144,0,-0.5,8,95.5,,0,0,0.0,0,8,1,99.9,96.0,0,35,0.0,0,46,21,97.8,45,139.6,22,19.6,2,225,243,11.6,10.7,5.0,10.4,2,75.0,,0,0,14.3,2,6,0,78.2,92.1,0,24,0.0,0,45,12,93.3,42,135.9,16,14.3,2,122,36,3.0,10.2,2.9
Devin Ross,47687,WR,COLORADO,14,111,0,143,0,-2.5,0,85.0,,0,0,10.5,2,4,0,60.5,55.0,0,23,0.0,0,73,17,98.6,72,105.8,20,18.0,1,108,148,8.7,6.4,1.5,10.1,4,61.8,,0,0,13.9,11,35,0,54.2,67.0,2,61,0.4,2,488,68,96.1,469,90.6,110,99.1,5,778,321,4.7,11.4,1.66
KeeSean Johnson,39587,WR,FRESNO ST,12,109,0,169,0,0.1,1,88.9,,0,0,0.0,0,3,0,95.9,74.9,0,12,0.0,0,44,8,95.5,42,118.5,9,8.3,1,32,40,5.0,4.0,0.76,12.6,0,75.0,,0,0,0.0,0,5,0,64.4,74.3,0,33,0.0,0,27,6,96.3,26,145.3,8,7.3,1,79,21,3.5,13.2,3.04
Sebastian Smith,48067,WR,OHIO,13,109,0,259,0,-1.8,3,50.0,,0,0,0.0,0,1,0,90.0,55.0,1,15,0.0,0,27,3,100.0,27,23.6,6,5.5,0,28,32,10.7,9.3,1.04,22.0,0,0.0,,0,0,,0,0,0,80.8,74.4,0,0,0.0,0,2,0,100.0,2,39.6,1,0.9,0,0,0,,,0.0
Drew Wolitarsky,47637,WR,MINNESOTA,13,108,0,225,0,-1.7,1,100.0,,0,0,0.0,0,1,0,90.0,72.5,0,17,0.0,0,9,3,100.0,9,94.4,3,2.8,0,20,25,8.3,6.7,2.22,8.5,3,62.8,,0,0,6.3,4,41,0,71.5,82.0,6,35,0.0,0,302,59,96.7,292,74.0,94,87.0,4,722,308,5.2,12.2,2.47
Nicholas Norris,47533,WR,W KENTUCKY,14,108,0,346,0,-1.7,4,90.5,,0,0,5.0,1,10,1,87.0,90.5,0,33,0.0,0,59,19,94.9,56,125.4,21,19.4,1,216,248,13.1,11.4,3.86,11.3,12,69.8,,0,0,11.9,10,52,2,54.9,84.3,1,87,0.0,0,389,74,97.2,378,146.7,106,98.1,14,1293,588,7.9,17.5,3.42
Devin Gray,48301,WR,CINCINNATI,12,107,0,138,0,-2.1,0,100.0,,0,0,0.0,0,3,0,95.9,60.1,0,16,0.0,0,43,9,95.3,41,93.1,9,8.4,0,57,76,8.4,6.3,1.39,9.1,1,50.0,,0,0,20.0,1,1,0,52.5,67.9,1,16,2.3,1,43,4,95.3,41,21.9,8,7.5,0,34,30,7.5,8.5,0.83
Sergio Bailey II,26284,WR,E MICHIGAN,13,107,0,160,0,-0.2,1,80.0,,0,0,0.0,0,0,0,91.4,43.8,0,7,3.0,1,33,4,93.9,31,79.2,5,4.7,0,9,21,5.3,2.3,0.29,23.8,1,50.0,,0,0,33.3,1,0,0,72.7,81.6,0,8,0.0,0,20,2,95.0,19,56.3,4,3.7,0,11,8,4.0,5.5,0.58
Corey Willis,25319,WR,C MICHIGAN,13,106,0,134,0,-2.5,4,100.0,,0,0,0.0,0,0,1,96.5,57.6,0,8,0.0,0,39,10,100.0,39,84.2,10,9.4,0,42,67,6.7,4.2,1.08,7.7,15,72.4,,0,0,6.7,3,22,1,65.4,69.4,2,46,0.0,0,231,42,95.7,221,95.0,58,54.7,2,493,217,5.2,11.7,2.23
JuJu Smith-Schuster,11817,WR,USC,13,105,0,326,0,-2.6,2,100.0,,0,0,0.0,0,3,0,95.9,58.9,0,12,0.0,0,45,9,100.0,45,125.9,9,8.6,1,48,71,7.9,5.3,1.07,7.7,1,78.9,,0,0,6.3,1,7,0,69.6,69.4,1,39,0.0,0,65,15,95.4,62,116.6,19,18.1,3,147,87,5.8,9.8,2.37
Adam Breneman,47346,TE,UMASS,12,105,0,216,0,-2.0,0,100.0,,0,0,0.0,0,0,0,86.7,29.5,0,7,0.0,0,38,2,100.0,38,79.2,2,1.9,0,4,8,4.0,2.0,0.11,12.5,0,62.2,,0,0,0.0,0,17,0,91.8,87.6,3,28,0.0,0,202,23,98.0,198,89.0,37,35.2,4,292,52,2.3,12.7,1.47
Dede Westbrook,11865,WR,OKLAHOMA,13,104,0,261,0,-2.8,6,100.0,,0,0,0.0,0,9,1,99.9,88.4,0,75,0.0,0,63,28,98.4,62,129.0,28,26.9,2,259,336,12.0,9.3,4.18,5.1,6,80.8,,0,0,8.7,2,9,1,83.8,91.1,0,65,0.0,0,55,21,94.5,52,143.9,26,25.0,3,242,206,9.8,11.5,4.65
Tre'Quan Smith,48228,WR,UCF,13,104,0,323,0,-2.2,1,100.0,,0,0,0.0,0,2,0,92.6,53.4,0,16,0.0,0,61,5,98.4,60,94.2,5,4.8,0,33,44,8.8,6.6,0.55,9.0,0,63.6,,0,0,12.5,1,4,0,72.2,67.8,0,31,0.0,0,52,7,92.3,48,110.4,11,10.6,1,66,23,3.3,9.4,1.38
Ishmael Zamora,12252,WR,BAYLOR,10,104,0,118,0,-0.6,0,93.3,,0,0,0.0,0,3,1,98.6,60.6,0,17,0.0,0,44,14,100.0,44,88.6,15,14.4,0,79,87,6.2,5.6,1.8,5.3,0,71.4,,0,0,0.0,0,1,0,52.3,60.4,0,8,0.0,0,19,5,100.0,19,74.7,7,6.7,0,22,23,4.6,4.4,1.16
Jerome Lane,26262,WR,AKRON,12,103,0,102,0,1.8,2,100.0,,0,0,0.0,0,2,1,91.4,47.7,0,17,0.0,0,30,4,96.7,29,158.3,4,3.9,1,52,45,11.3,13.0,1.79,,0,,,0,0,,0,0,0,69.5,71.4,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0
Kalib Woods,48013,WR,FAU,12,102,0,165,0,-2.6,0,100.0,,0,0,0.0,0,1,0,94.5,50.7,0,15,0.0,0,43,7,100.0,43,88.7,7,6.9,0,37,55,7.9,5.3,0.86,10.2,0,55.6,,0,0,16.7,1,3,0,65.9,74.0,0,33,0.0,0,31,5,96.8,30,80.3,9,8.8,0,69,16,3.2,13.8,2.3
Amara Darboh,11861,WR,MICHIGAN,13,101,0,222,0,-0.8,2,100.0,,0,0,0.0,0,2,0,93.6,73.9,0,45,0.0,0,25,6,100.0,25,158.3,6,5.9,1,88,93,15.5,14.7,3.52,8.2,0,71.4,,0,0,9.1,1,5,0,67.2,76.0,0,19,0.0,0,33,10,93.9,31,89.9,14,13.9,0,95,28,2.8,9.5,3.06
TJ Rahming,47767,WR,DUKE,12,101,0,154,0,-1.8,2,91.3,,0,0,4.5,1,8,0,90.0,91.9,0,51,0.0,0,47,21,97.9,46,105.6,23,22.8,0,215,256,12.2,10.2,4.67,1.1,0,100.0,,0,0,0.0,0,3,0,77.5,69.6,0,43,0.0,0,39,11,84.6,33,101.9,11,10.9,0,93,81,7.4,8.5,2.82
Stacy Coley,11974,WR,MIAMI FL,13,101,0,220,0,-2.6,5,100.0,,0,0,0.0,0,3,0,98.6,68.2,0,17,0.0,0,61,14,98.4,60,94.6,14,13.9,0,94,130,9.3,6.7,1.57,7.2,5,75.7,,0,0,6.7,2,10,0,72.2,71.2,2,31,0.0,0,178,28,95.5,170,96.0,37,36.6,3,234,156,5.6,8.4,1.38
Zach Pascal,12303,WR,DOMINION,13,101,0,263,0,-3.1,0,76.9,,0,0,16.7,2,4,0,34.2,57.7,0,21,0.0,0,40,10,95.0,38,88.3,13,12.9,0,69,102,10.2,6.9,1.82,13.8,2,62.8,,0,0,3.6,1,19,0,79.5,81.0,1,53,0.0,0,184,27,93.5,172,125.7,43,42.6,5,436,129,4.8,16.1,2.53
JoJo Natson,12739,WR,AKRON,12,100,0,102,0,-0.7,5,92.9,,0,0,0.0,0,5,1,98.1,77.4,0,17,0.0,0,30,13,93.3,28,108.0,14,14.0,1,59,91,7.0,4.5,2.11,14.1,9,58.4,,0,0,13.5,7,25,1,46.2,68.1,4,46,0.0,0,369,45,91.1,336,92.0,77,77.0,7,601,222,4.9,13.4,1.79
Travis Rudolph,47997,WR,FLORIDA ST,13,100,0,167,0,-0.5,3,100.0,,0,0,0.0,0,2,0,86.7,64.9,0,20,0.0,0,44,2,95.5,42,158.3,2,2.0,1,43,44,22.0,21.5,1.02,10.8,6,51.4,,0,0,17.4,4,16,0,67.6,72.7,0,58,0.0,0,172,19,94.2,162,107.0,37,37.0,3,312,94,4.9,16.4,1.93
Andy Isabella,47448,WR,UMASS,12,100,0,216,0,-2.0,2,100.0,,0,0,0.0,0,2,0,92.6,59.5,0,16,0.0,0,35,5,100.0,35,88.3,5,5.0,0,26,36,7.2,5.2,0.74,11.7,7,57.1,,0,0,8.6,3,22,1,78.0,71.8,3,55,0.0,0,283,32,95.8,271,81.2,56,56.0,4,403,153,4.8,12.6,1.49
Curtis Samuel,11795,HB,OHIO STATE,13,98,0,260,0,-3.5,2,90.5,,0,0,5.0,1,2,0,87.4,79.1,0,15,0.0,0,28,19,100.0,28,81.2,21,21.4,0,73,144,7.6,3.8,2.61,9.9,4,75.7,,0,0,8.2,5,32,0,75.9,86.8,2,79,0.4,1,249,56,95.2,237,120.4,74,75.5,6,701,310,5.5,12.5,2.96
Rodney Adams,11925,WR,USF,13,98,0,327,0,-2.9,11,83.9,,0,0,0.0,0,5,3,99.9,91.2,0,49,0.0,0,61,26,98.4,60,116.1,31,31.6,2,208,295,11.3,8.0,3.47,7.1,19,72.4,,0,0,3.5,2,24,4,86.4,75.0,2,84,0.0,0,272,55,97.4,265,107.9,76,77.6,4,710,534,9.7,12.9,2.68
Cedrick Wilson,48170,WR,BOISE ST,12,98,0,120,0,-1.8,3,100.0,,0,0,0.0,0,6,0,97.1,77.7,0,32,0.0,0,40,11,97.5,39,138.3,11,11.2,1,109,129,11.7,9.9,2.79,0.0,0,100.0,,0,0,0.0,0,0,0,75.4,88.9,0,7,0.0,0,21,2,85.7,18,93.8,2,2.0,0,13,13,6.5,6.5,0.72
Cody Thompson,48152,WR,TOLEDO,13,98,0,316,0,-3.3,1,100.0,,0,0,0.0,0,1,0,91.4,54.6,0,11,0.0,0,57,4,100.0,57,93.8,4,4.1,0,26,39,9.8,6.5,0.46,7.1,5,100.0,,0,0,0.0,0,9,0,94.4,87.5,0,54,0.0,0,61,12,95.1,58,158.3,12,12.2,2,185,106,8.8,15.4,3.19
DeAngelo Yancey,11930,WR,PURDUE,12,97,0,273,0,,0,,,0,0,,0,0,0,,36.4,0,0,0.0,0,54,0,92.6,50,0.0,0,0.0,0,0,0,,,0.0,24.0,0,50.0,,0,0,0.0,0,2,0,79.0,63.1,1,36,0.0,0,26,2,92.3,24,95.8,4,4.1,1,54,11,5.5,27.0,2.25
Jalen McCleskey,47668,WR,OKLA STATE,13,97,0,262,0,-1.9,4,100.0,,0,0,0.0,0,9,1,99.9,89.7,0,26,0.0,0,54,30,96.3,52,107.5,30,30.9,2,134,192,6.4,4.5,2.58,9.2,10,75.6,,0,0,5.6,4,35,0,88.9,75.9,1,52,0.0,0,424,68,96.9,411,118.4,90,92.8,6,772,344,5.1,11.4,1.88
