player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
James Proche,48037,WR,SMU,13,163,0,287,0,-2.7,4,93.8,0.0,0,1,0.0,0,7,0,99.9,80.5,0,21,0.0,0,92,30,97.8,90,106.6,32,19.6,2,147,228,7.6,4.9,1.63,9.3,3,66.7,47.4,9,19,1.8,1,28,1,91.3,87.1,5,51,0.0,0,259,56,94.2,244,100.7,84,51.5,10,571,261,4.7,10.2,2.34
Cedric Byrd II,75938,WR,HAWAII,15,149,0,180,0,-1.3,0,87.5,,0,0,12.5,1,1,1,52.6,40.1,0,44,0.0,0,39,7,97.4,38,99.5,8,5.4,0,63,72,10.3,9.0,1.66,11.5,11,65.8,40.0,6,15,10.3,11,48,1,58.2,65.9,6,46,0.0,0,677,96,96.5,653,93.1,146,98.0,10,1070,314,3.3,11.1,1.64
Jadan Blue,61705,WR,TEMPLE,13,144,0,306,0,-2.7,7,88.4,0.0,0,1,7.3,3,7,0,79.7,75.1,0,30,0.0,0,88,38,100.0,88,101.5,43,29.9,2,199,303,8.0,5.2,2.26,9.1,8,65.6,30.8,4,13,11.3,11,42,0,58.9,72.6,2,79,0.0,0,448,86,95.8,429,90.1,131,91.0,3,1008,560,6.5,11.7,2.35
Omar Bayless,25522,WR,ARK STATE,13,141,0,113,0,-1.8,2,90.9,,0,0,9.1,1,4,0,65.9,55.0,0,17,0.0,0,82,10,93.9,77,87.5,11,7.8,0,55,72,7.2,5.5,0.71,3.7,1,71.4,,0,0,16.7,1,4,0,75.8,90.1,0,41,0.0,0,35,5,91.4,32,111.0,7,5.0,0,83,62,12.4,16.6,2.59
Antonio Gandy-Golden,39993,WR,LIBERTY,13,138,0,206,0,0.0,3,100.0,,0,0,0.0,0,3,0,92.6,67.7,0,17,0.0,0,41,4,95.1,39,118.8,4,2.9,0,56,56,14.0,14.0,1.44,11.6,3,64.7,50.0,2,4,0.0,0,8,0,90.2,87.6,0,29,0.0,0,52,11,92.3,48,132.2,17,12.3,2,151,67,6.1,13.7,3.15
Justin Jefferson,61398,WR,LSU,15,134,0,211,0,-2.5,5,94.1,,0,0,5.9,1,5,0,81.6,80.1,0,38,0.0,0,41,16,100.0,41,114.2,17,12.7,1,114,155,9.7,7.1,2.78,9.6,24,83.2,92.3,12,13,6.0,7,70,0,89.3,90.5,2,71,0.0,0,596,109,96.5,575,148.2,131,97.8,18,1518,695,6.4,13.9,2.64
Michael Pittman Jr.,29049,WR,USC,13,133,0,326,0,-1.5,7,100.0,,0,0,0.0,0,9,0,99.9,91.9,0,19,0.0,0,78,27,100.0,78,105.6,27,20.3,1,172,213,7.9,6.4,2.21,7.3,1,91.7,0.0,0,1,0.0,0,8,0,94.8,84.6,0,28,0.0,0,55,11,96.4,53,144.1,12,9.0,1,143,78,7.1,13.0,2.7
Devin Duvernay,40006,WR,TEXAS,13,129,0,311,0,-1.8,14,93.3,0.0,0,1,4.5,2,17,0,94.8,93.6,0,15,0.0,0,73,42,94.5,69,104.7,45,34.9,2,251,332,7.9,6.0,3.64,8.0,22,81.3,60.0,12,20,2.8,3,68,0,94.2,91.8,3,75,0.0,0,487,104,94.3,459,125.5,128,99.2,9,1387,713,6.9,13.3,3.02
David Bell,97989,WR,PURDUE,12,128,0,273,0,-2.9,4,100.0,,0,0,0.0,0,3,0,97.6,60.6,0,31,0.0,0,53,12,96.2,51,88.2,12,9.4,0,62,97,8.1,5.2,1.22,9.2,1,71.4,50.0,2,4,0.0,0,4,0,94.1,82.5,1,49,0.0,0,50,10,98.0,49,107.1,14,10.9,2,120,50,5.0,12.0,2.45
Gabriel Davis,55410,WR,UCF,12,128,0,323,0,-1.1,1,80.0,,0,0,0.0,0,0,0,95.2,46.1,0,6,0.0,0,75,8,97.3,73,79.2,10,7.8,0,25,39,4.9,3.1,0.34,15.4,2,57.1,50.0,1,2,0.0,0,4,0,81.4,79.1,0,48,0.0,0,30,8,90.0,27,115.5,14,10.9,1,141,64,8.0,17.6,5.22
Jared Smart,98732,WR,HAWAII,15,126,0,180,0,-0.1,2,100.0,,0,0,0.0,0,4,0,95.9,73.1,0,16,0.0,0,37,9,97.3,36,140.3,9,7.1,1,79,80,8.9,8.8,2.19,6.3,0,50.0,33.3,1,3,0.0,0,2,0,78.9,70.3,0,9,0.0,0,32,3,100.0,32,56.3,6,4.8,0,18,12,4.0,6.0,0.56
Lucky Jackson,29557,WR,W KENTUCKY,13,126,0,346,0,-2.3,2,100.0,,0,0,0.0,0,2,0,95.9,56.7,0,16,0.0,0,62,9,98.4,61,90.7,9,7.1,0,52,73,8.1,5.8,0.85,13.6,2,80.0,60.0,3,5,0.0,0,9,0,96.6,80.4,1,69,0.0,0,83,20,96.4,80,128.8,25,19.8,2,364,145,7.3,18.2,4.55
Damonte Coxie,61419,WR,MEMPHIS,14,125,0,218,0,-1.8,3,100.0,,0,0,0.0,0,1,0,95.2,41.4,0,10,0.0,0,81,6,95.1,77,81.3,6,4.8,0,21,32,5.3,3.5,0.27,11.0,3,100.0,,0,0,0.0,0,1,0,70.4,79.5,0,54,0.0,0,20,2,85.0,17,118.8,2,1.6,0,51,29,14.5,25.5,3.0
Kalil Pimpleton,61799,WR,C MICHIGAN,14,124,0,134,0,-3.2,3,88.9,,0,0,11.1,2,4,0,60.0,71.5,0,13,0.0,0,41,16,97.6,40,79.2,18,14.5,0,52,103,6.4,3.3,1.3,8.3,6,67.6,58.3,7,12,8.0,6,38,0,57.6,74.2,3,80,0.0,0,398,69,95.2,379,95.5,102,82.3,5,806,412,6.0,11.7,2.13
Maurice Ffrench,39871,WR,PITTSBURGH,11,123,0,268,0,-2.6,11,95.3,,0,0,0.0,0,11,2,99.9,90.1,0,17,0.0,0,69,41,97.1,67,92.2,43,35.0,1,184,290,7.1,4.5,2.75,6.3,12,75.0,75.0,6,8,6.0,4,30,2,83.7,71.7,3,96,0.0,0,314,63,95.9,301,91.7,84,68.3,3,607,423,6.7,9.6,2.02
Ja'Marr Chase,84270,WR,LSU,14,121,0,211,0,-0.6,3,100.0,,0,0,0.0,0,1,0,92.6,64.1,0,43,0.0,0,36,5,100.0,36,118.8,5,4.1,0,66,69,13.8,13.2,1.83,9.8,14,85.2,80.0,4,5,8.0,2,17,1,80.3,93.7,1,64,0.0,0,90,23,95.6,86,142.9,27,22.3,6,558,329,14.3,24.3,6.49
Warren Jackson,52050,WR,COLO STATE,10,120,0,144,0,-1.3,2,100.0,,0,0,0.0,0,1,0,95.9,63.0,0,9,3.4,2,58,9,94.8,55,88.4,9,7.5,0,47,59,6.6,5.2,0.85,13.6,2,83.3,75.0,3,4,0.0,0,14,0,90.1,88.9,0,42,0.0,0,82,15,98.8,81,118.8,18,15.0,0,288,79,5.3,19.2,3.56
Elijah Cooks,61501,WR,NEVADA,13,119,0,239,0,-2.7,7,100.0,100.0,1,1,0.0,0,5,1,99.9,65.1,0,18,0.0,0,73,17,98.6,72,86.0,17,14.3,0,79,125,7.4,4.6,1.1,17.3,0,50.0,100.0,1,1,0.0,0,4,0,74.3,78.0,0,23,0.0,0,31,5,96.8,30,115.0,10,8.4,3,76,22,4.4,15.2,2.53
Tyler Johnson,48054,WR,MINNESOTA,13,119,0,225,0,-3.4,0,100.0,,0,0,0.0,0,0,0,98.6,61.7,0,8,0.0,0,32,14,96.9,31,79.2,14,11.8,0,42,90,6.4,3.0,1.35,10.9,8,73.6,71.4,10,14,6.9,5,47,2,76.4,88.9,2,73,0.0,0,331,67,94.0,311,129.6,91,76.5,7,1086,405,6.0,16.2,3.49
Isaiah Hodgins,52130,WR,OREGON ST,12,118,0,265,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,40.4,0,5,0.0,0,39,1,94.9,37,87.5,1,0.8,0,5,6,6.0,5.0,0.14,14.9,1,87.5,100.0,1,1,0.0,0,5,0,83.1,79.6,0,29,0.0,0,20,7,100.0,20,158.3,8,6.8,2,117,23,3.3,16.7,5.85
JoJo Ward,75940,WR,HAWAII,15,116,0,180,0,0.0,1,66.7,0.0,0,1,0.0,0,1,0,86.7,47.8,0,17,0.0,0,37,2,97.3,36,81.3,3,2.6,0,17,16,8.0,8.5,0.47,49.5,0,0.0,0.0,0,1,100.0,1,0,0,45.8,67.3,0,0,0.0,0,9,0,88.9,8,39.6,2,1.7,0,0,0,,,0.0
Tre Walker,52260,WR,S JOSE ST,10,116,0,285,0,-1.2,2,90.0,0.0,0,1,0.0,0,2,0,95.9,62.6,0,15,0.0,0,33,9,97.0,32,93.8,10,8.6,0,65,75,8.3,7.2,2.03,10.6,1,57.1,50.0,2,4,20.0,2,5,0,65.6,82.3,1,50,0.0,0,63,8,93.7,59,58.3,14,12.1,0,129,75,9.4,16.1,2.19
Elijah Moore,84302,WR,OLE MISS,12,115,0,226,0,-1.6,2,100.0,,0,0,0.0,0,3,0,95.2,74.9,0,16,0.0,0,36,8,100.0,36,93.2,8,7.0,0,51,64,8.0,6.4,1.42,10.9,13,58.8,52.9,9,17,8.2,6,40,0,82.5,84.9,2,55,0.0,0,356,67,95.2,339,92.4,114,99.1,6,850,334,5.0,12.7,2.51
Branden Mack,39902,WR,TEMPLE,13,115,0,306,0,,0,,,0,0,,0,0,0,,31.0,0,0,0.0,0,86,0,100.0,86,0.0,0,0.0,0,0,0,,,0.0,16.6,1,44.4,,0,0,0.0,0,2,0,57.7,68.0,0,24,0.0,0,50,4,94.0,47,60.0,9,7.8,0,45,15,3.8,11.3,0.96
Jason-Matthew Sharsh,52065,WR,HAWAII,15,115,0,180,0,0.0,0,100.0,,0,0,0.0,0,0,0,91.4,44.0,0,15,0.0,0,36,4,97.2,35,91.7,4,3.5,0,24,24,6.0,6.0,0.69,9.9,7,75.9,66.7,6,9,3.4,3,49,0,93.3,73.0,2,30,0.0,0,578,85,96.4,557,105.7,112,97.4,5,886,276,3.2,10.4,1.59
Denzel Mims,47800,WR,BAYLOR,14,113,0,118,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,41.1,0,0,0.0,0,36,1,97.2,35,79.2,1,0.9,0,0,2,2.0,0.0,0.0,7.0,0,80.0,0.0,0,1,0.0,0,2,0,57.6,77.9,0,14,0.0,0,21,4,95.2,20,89.2,5,4.4,0,27,3,0.8,6.8,1.35
Cornelius McCoy,84196,WR,GA STATE,13,112,0,175,0,-2.3,4,92.9,,0,0,7.1,1,4,0,74.9,63.2,0,14,0.0,0,59,13,94.9,56,105.7,14,12.5,1,51,81,6.2,3.9,0.91,10.5,4,58.1,20.0,1,5,10.0,2,10,0,63.2,76.7,0,25,0.0,0,115,18,97.4,112,70.6,31,27.7,0,150,82,4.6,8.3,1.34
Sam James,78123,WR,W VIRGINIA,12,112,0,343,0,-2.3,7,91.4,,0,0,0.0,0,6,0,99.9,83.8,0,51,0.0,0,88,32,97.7,86,98.3,35,31.3,1,186,264,8.3,5.8,2.16,0.4,2,81.8,,0,0,0.0,0,1,0,48.1,64.8,1,13,0.0,0,44,9,90.9,40,44.3,11,9.8,0,41,56,6.2,4.6,1.03
Taysir Mack,41635,WR,PITTSBURGH,12,111,0,268,0,-0.6,1,100.0,,0,0,0.0,0,2,0,97.1,55.7,0,12,0.0,0,63,11,98.4,62,85.6,11,9.9,0,50,57,5.2,4.5,0.81,11.6,0,57.5,57.1,8,14,4.2,1,14,1,74.7,73.4,1,25,0.0,0,136,23,96.3,131,68.9,40,36.0,1,201,45,2.0,8.7,1.53
Andrew Parchment,41928,WR,KANSAS,12,111,0,198,0,-3.1,0,83.3,,0,0,16.7,2,2,0,34.2,51.7,0,27,0.0,0,50,10,98.0,49,89.6,12,10.8,0,66,101,10.1,6.6,1.35,9.2,2,60.9,50.0,2,4,6.7,2,13,0,63.4,64.8,2,37,0.0,0,146,28,96.6,141,80.0,46,41.4,3,260,167,6.0,9.3,1.84
Joe Reed,40221,WR,VIRGINIA,13,110,0,335,0,-4.0,2,100.0,,0,0,0.0,0,5,0,99.9,94.4,0,14,0.0,0,32,18,90.6,29,101.6,18,16.4,1,71,143,7.9,3.9,2.45,8.2,9,71.6,50.0,4,8,1.9,1,27,1,93.4,76.3,1,42,0.0,0,324,53,95.1,308,110.4,74,67.3,6,484,277,5.2,9.1,1.57
Chase Claypool,42312,WR,NOTRE DAME,13,108,0,258,0,-1.9,5,87.5,0.0,0,1,0.0,0,4,0,94.5,61.8,0,21,0.0,0,55,7,98.2,54,108.3,8,7.4,0,80,94,13.4,11.4,1.48,10.6,2,61.5,100.0,1,1,20.0,2,5,0,49.3,81.0,1,47,0.0,0,68,8,98.5,67,84.8,13,12.0,1,118,63,7.9,14.8,1.76
Tyler Vaughns,40283,WR,USC,13,108,0,326,0,-0.2,2,100.0,,0,0,0.0,0,5,0,96.5,55.7,0,23,0.0,0,76,10,100.0,76,98.3,10,9.3,0,76,78,7.8,7.6,1.0,21.0,0,0.0,,0,0,,0,0,0,74.0,73.0,0,0,0.0,0,10,0,90.0,9,39.6,3,2.8,0,0,0,,,0.0
Jerry Jeudy,61103,WR,ALABAMA,13,108,0,103,0,-2.7,6,100.0,,0,0,0.0,0,9,1,99.9,74.4,0,21,0.0,0,85,23,96.5,82,126.1,23,21.3,2,168,231,10.0,7.3,2.05,9.7,7,76.6,66.7,2,3,9.3,5,32,1,66.1,82.3,2,85,0.0,0,215,49,96.3,207,135.0,64,59.3,7,702,361,7.4,14.3,3.39
Jaelon Darden,61522,WR,N TEXAS,12,107,0,251,0,-3.0,3,95.8,,0,0,0.0,0,5,0,99.9,93.5,0,68,0.0,0,37,23,97.3,36,111.1,24,22.4,1,176,246,10.7,7.7,4.89,6.6,7,69.4,28.6,2,7,6.8,5,35,0,79.4,77.7,3,68,0.0,0,318,68,96.9,308,110.9,98,91.6,10,700,440,6.5,10.3,2.27
Seth Williams,84137,WR,AUBURN,12,107,0,115,0,-1.5,5,92.3,,0,0,7.7,1,5,0,72.2,55.7,0,17,0.0,0,86,12,98.8,85,89.7,13,12.1,0,72,92,7.7,6.0,0.85,9.8,1,66.7,100.0,2,2,11.1,1,6,0,74.0,81.3,0,24,0.0,0,46,8,97.8,45,86.1,12,11.2,0,82,36,4.5,10.3,1.82
Bryan Edwards,28486,WR,S CAROLINA,10,107,0,289,0,-2.8,10,97.3,,0,0,0.0,0,8,0,99.9,95.9,0,75,0.0,0,65,36,100.0,65,106.4,37,34.6,1,273,375,10.4,7.6,4.2,5.6,3,71.1,50.0,1,2,0.0,0,11,0,89.1,82.9,0,46,0.0,0,108,27,93.5,101,97.3,38,35.5,1,248,170,6.3,9.2,2.46
Trishton Jackson,41247,WR,SYRACUSE,12,106,0,304,0,-2.6,0,100.0,,0,0,0.0,0,1,0,95.2,45.7,0,9,0.0,0,85,8,98.8,84,79.2,8,7.5,0,24,45,5.6,3.0,0.29,15.3,2,73.9,66.7,2,3,10.5,2,15,0,83.3,79.2,0,50,0.0,0,84,17,95.2,80,153.1,23,21.7,5,275,77,4.5,16.2,3.44
Emeka Emezie,61517,WR,NC STATE,12,106,0,248,0,-1.2,0,100.0,,0,0,0.0,0,1,0,92.6,47.6,0,6,0.0,0,52,5,96.2,50,120.4,5,4.7,1,17,23,4.6,3.4,0.34,16.6,1,57.1,50.0,1,2,11.1,1,5,0,63.0,62.5,0,17,2.2,1,46,8,89.1,41,71.1,14,13.2,0,72,19,2.4,9.0,1.76
Jahcour Pearson,42095,WR,W KENTUCKY,13,106,0,346,0,-2.2,7,92.6,,0,0,7.4,2,6,0,76.6,92.4,0,50,0.0,0,55,25,98.2,54,94.1,27,25.5,0,178,235,9.4,7.1,3.3,6.2,18,70.9,54.5,6,11,9.9,8,40,0,61.1,77.3,2,69,0.0,0,393,73,96.2,378,108.0,103,97.2,7,799,518,7.1,10.9,2.11
Justyn Ross,78021,WR,CLEMSON,14,105,0,140,0,-2.9,5,100.0,,0,0,0.0,0,2,0,99.5,57.2,0,14,0.0,0,59,16,100.0,59,82.8,16,15.2,0,62,109,6.8,3.9,1.05,11.9,5,60.0,20.0,1,5,5.3,1,12,0,71.2,78.5,1,59,0.0,0,76,18,90.8,69,111.8,30,28.6,3,290,110,6.1,16.1,4.2
Austin Trammell,52195,WR,RICE,12,105,0,275,0,-1.4,2,75.0,0.0,0,2,0.0,0,5,0,97.6,73.4,0,10,0.0,0,40,12,100.0,40,117.4,16,15.2,2,51,62,5.2,4.3,1.28,9.9,7,53.2,41.7,5,12,6.8,3,29,0,80.9,80.0,0,45,0.0,0,281,41,93.2,262,87.8,77,73.3,3,524,192,4.7,12.8,2.0
Easop Winston Jr.,61812,WR,WASH STATE,13,104,0,341,0,-0.5,2,100.0,,0,0,0.0,0,6,1,97.6,63.0,0,20,0.0,0,56,12,98.2,55,105.6,12,11.5,0,112,118,9.8,9.3,2.04,,0,,,0,0,,0,0,0,91.6,79.3,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0
Cody White,61448,WR,MICH STATE,13,104,0,223,0,-2.0,6,75.0,,0,0,0.0,0,3,0,93.6,61.7,0,20,0.0,0,55,6,100.0,55,86.5,8,7.7,0,42,58,9.7,7.0,0.76,10.3,8,70.0,66.7,6,9,6.7,2,21,0,85.0,75.6,3,31,0.0,0,149,28,95.3,142,95.0,40,38.5,3,392,152,5.4,14.0,2.76
Kendall Hinton,34045,WR,WAKE,11,104,0,339,0,-2.2,3,100.0,,0,0,0.0,0,5,1,99.9,80.5,0,19,0.0,0,26,17,100.0,26,92.2,17,16.3,0,104,142,8.4,6.1,4.0,8.4,14,67.1,66.7,12,18,11.3,7,37,0,63.2,83.4,2,62,0.0,0,348,55,95.1,331,100.2,82,78.8,4,710,316,5.7,12.9,2.15
Tutu Atwell,77965,WR,LOUISVILLE,13,104,0,210,0,-3.4,5,92.3,0.0,0,1,0.0,0,14,0,99.9,99.9,0,77,0.0,0,37,24,100.0,37,154.0,26,25.0,3,305,392,16.3,12.7,8.24,12.9,6,65.1,26.7,4,15,6.9,4,41,0,76.2,93.4,4,90,0.0,0,266,54,93.2,248,127.9,83,79.8,12,1083,612,11.3,20.1,4.37
Brandon Arconado,42120,WR,WASH STATE,11,104,0,341,0,,0,,,0,0,,0,0,0,,32.1,0,0,0.0,0,58,0,98.3,57,0.0,0,0.0,0,0,0,,,0.0,10.4,6,74.8,54.5,6,11,4.9,4,59,0,88.6,86.8,4,44,0.0,0,430,77,95.6,411,111.7,103,99.0,6,1090,414,5.4,14.2,2.65
Tim Jones,61669,WR,SO MISS,13,103,0,296,0,-2.9,4,85.0,50.0,1,2,10.5,2,3,0,62.6,58.9,0,12,1.4,1,74,17,93.2,69,83.3,20,19.4,0,80,131,7.7,4.7,1.16,7.4,18,68.8,41.2,7,17,11.1,8,35,1,60.7,74.8,4,68,0.2,1,412,64,95.9,395,82.1,93,90.3,1,826,451,7.0,12.9,2.09
Tamorrion Terry,61258,WR,FLORIDA ST,13,103,0,167,0,-2.3,2,91.7,,0,0,0.0,0,4,0,97.1,65.4,0,75,0.0,0,90,11,95.6,86,146.5,12,11.7,1,190,217,19.7,17.3,2.21,14.7,2,45.5,,0,0,28.6,2,2,1,65.3,73.8,0,15,0.0,0,45,5,95.6,43,52.5,11,10.7,0,31,35,7.0,6.2,0.72
Amon-Ra St. Brown,84470,WR,USC,13,103,0,326,0,-1.2,10,90.0,,0,0,10.0,2,6,0,63.4,75.3,0,25,0.0,0,78,18,100.0,78,97.3,20,19.4,0,147,169,9.4,8.2,1.88,8.1,13,75.9,44.4,4,9,7.0,5,36,0,79.6,73.4,2,95,0.0,0,494,66,95.3,471,111.6,87,84.5,4,847,369,5.6,12.8,1.8
Quez Watkins,61664,WR,SO MISS,11,102,0,296,0,-3.1,3,92.9,,0,0,7.1,1,0,1,74.9,42.2,0,8,0.0,0,63,13,96.8,61,79.8,14,13.7,0,44,86,6.6,3.4,0.72,10.7,3,62.5,37.5,3,8,10.7,3,11,0,71.7,78.1,1,64,0.0,0,116,25,95.7,111,101.1,40,39.2,3,311,183,7.3,12.4,2.8
Terrell Jana,62782,WR,VIRGINIA,14,102,0,335,0,,0,,,0,0,,0,0,0,,36.8,0,0,0.0,0,38,0,94.7,36,0.0,0,0.0,0,0,0,,,0.0,11.9,3,72.2,55.6,5,9,0.0,0,16,0,94.1,74.8,2,47,0.0,0,195,26,95.9,187,79.6,36,35.3,0,350,93,3.6,13.5,1.87
Hasise Dubois,48298,WR,VIRGINIA,14,102,0,335,0,,0,,,0,0,,0,0,0,,38.3,0,0,0.0,0,30,0,93.3,28,0.0,0,0.0,0,0,0,,,0.0,11.2,2,83.3,50.0,2,4,0.0,0,14,1,97.5,83.5,2,46,0.0,0,107,25,94.4,101,93.5,30,29.4,1,313,69,2.8,12.5,3.1
Whop Philyor,61320,WR,INDIANA,12,101,0,190,0,-2.6,11,88.5,,0,0,8.0,2,8,1,74.9,86.7,0,29,1.6,1,62,23,95.2,59,87.8,26,25.7,0,132,194,8.4,5.7,2.24,11.4,13,66.7,27.3,3,11,9.7,6,33,1,64.6,78.5,1,56,0.3,1,347,56,92.5,321,113.5,84,83.2,5,826,400,7.1,14.8,2.57
Jonathan Adams Jr.,61148,WR,ARK STATE,13,101,0,113,0,-1.4,2,100.0,,0,0,0.0,0,2,0,94.5,47.6,0,13,0.0,0,74,7,94.6,70,87.5,7,6.9,0,35,45,6.4,5.0,0.5,9.3,1,50.0,,0,0,0.0,0,1,0,80.0,68.3,0,34,0.0,0,36,2,94.4,34,81.3,4,4.0,0,36,24,12.0,18.0,1.06
Siaosi Mariner,84476,WR,UTAH ST,13,101,0,329,0,-1.7,0,100.0,,0,0,0.0,0,0,0,90.0,34.5,0,6,0.0,0,76,3,98.7,75,86.1,3,3.0,0,14,19,6.3,4.7,0.19,10.7,0,63.6,0.0,0,1,0.0,0,3,0,61.5,78.7,0,28,0.0,0,56,7,94.6,53,85.4,11,10.9,0,80,30,4.3,11.4,1.51
Kaylon Geiger,102929,WR,TROY,12,101,0,318,0,-2.8,6,100.0,,0,0,0.0,0,6,0,99.9,89.0,0,41,0.0,0,61,27,98.4,60,94.9,27,26.7,0,183,258,9.6,6.8,3.05,7.3,10,76.0,27.8,5,18,2.7,2,39,0,93.0,78.2,2,57,0.0,0,417,73,94.0,392,109.8,96,95.0,5,821,469,6.4,11.2,2.09
Kirk Merritt,35096,WR,ARK STATE,13,100,0,113,0,-2.6,4,100.0,100.0,1,1,0.0,0,2,0,99.9,68.4,0,27,0.0,0,61,26,95.1,58,85.4,26,26.0,0,117,184,7.1,4.5,2.02,9.9,7,69.9,60.0,6,10,4.4,3,30,0,83.7,71.7,2,45,0.0,0,432,65,94.0,406,119.3,93,93.0,10,716,361,5.6,11.0,1.76
Dazz Newsome,61510,WR,N CAROLINA,12,99,0,245,0,-3.4,4,93.8,100.0,1,1,6.3,1,3,1,79.6,61.8,0,14,2.0,1,49,15,95.9,47,87.5,16,16.2,0,80,131,8.7,5.3,1.7,10.8,19,72.7,63.6,7,11,10.0,8,50,1,63.6,87.9,2,57,0.5,2,390,72,95.1,371,130.8,99,100.0,10,1018,413,5.7,14.1,2.74
Keylon Stokes,65080,WR,TULSA,12,99,0,320,0,0.0,0,100.0,,0,0,0.0,0,0,0,86.7,39.9,0,9,0.0,0,35,2,100.0,35,100.0,2,2.0,0,16,16,8.0,8.0,0.46,12.6,11,64.2,50.0,9,18,17.6,13,42,1,30.1,68.1,1,62,0.0,0,439,61,94.5,415,117.3,95,96.0,6,1027,389,6.4,16.8,2.47
Brandon Aiyuk,84109,WR,ARIZONA ST,12,99,0,110,0,-2.0,7,96.2,,0,0,3.8,1,7,1,93.5,90.1,0,77,0.0,0,56,25,96.4,54,118.1,26,26.3,1,241,291,11.6,9.6,4.46,3.0,5,81.0,,0,0,5.6,1,9,0,75.1,78.6,0,25,0.0,0,69,17,95.7,66,104.8,21,21.2,0,192,170,10.0,11.3,2.91
Bailey Gaither,47904,WR,S JOSE ST,12,98,0,285,0,-0.3,0,100.0,,0,0,0.0,0,0,0,90.0,46.0,0,5,0.0,0,23,3,100.0,23,80.6,3,3.1,0,10,11,3.7,3.3,0.43,39.7,0,33.3,0.0,0,1,0.0,0,1,0,44.7,64.1,0,40,0.0,0,9,1,88.9,8,121.5,3,3.1,1,40,0,0.0,40.0,5.0
Jhamon Ausbon,61718,WR,TEXAS A&M,13,96,0,312,0,0.0,0,100.0,,0,0,0.0,0,0,0,86.7,37.1,0,9,0.0,0,55,2,94.5,52,87.5,2,2.1,0,10,10,5.0,5.0,0.19,8.7,0,62.5,0.0,0,3,0.0,0,5,0,70.9,68.8,0,37,0.0,0,93,10,97.8,91,109.4,16,16.7,1,132,75,7.5,13.2,1.45
Max Borghi,83802,HB,WASH STATE,13,96,0,341,0,-3.6,5,94.7,,0,0,0.0,0,5,0,99.9,93.0,0,12,13.1,11,84,18,85.7,72,104.2,19,19.8,1,91,158,8.8,5.1,1.26,-3.3,1,100.0,,0,0,0.0,0,4,0,96.6,85.2,0,14,0.0,0,65,10,98.5,64,130.0,10,10.4,2,57,90,9.0,5.7,0.89
Tony Nicholson,25653,WR,NEW MEX ST,12,95,0,242,0,-2.2,1,84.6,,0,0,8.3,1,1,0,69.2,62.5,0,9,0.0,0,50,11,100.0,50,109.0,13,13.7,1,52,77,7.0,4.7,1.04,7.7,1,62.5,0.0,0,2,9.1,1,5,0,65.4,69.2,2,21,0.0,0,55,10,96.4,53,61.5,16,16.8,1,100,59,5.9,10.0,1.89
Rashod Bateman,84296,WR,MINNESOTA,13,95,0,225,0,-1.7,3,66.7,100.0,1,1,0.0,0,1,0,86.7,58.3,0,34,0.0,0,28,2,96.4,27,99.3,3,3.2,0,30,34,17.0,15.0,1.11,13.2,4,48.1,25.0,1,4,18.8,3,10,0,62.7,89.9,1,45,0.0,0,77,13,94.8,73,97.9,27,28.4,3,221,97,7.5,17.0,3.03
Sage Surratt,55450,WR,WAKE,9,95,0,339,0,-2.0,1,100.0,,0,0,0.0,0,0,0,91.4,51.8,0,7,0.0,0,34,4,97.1,33,88.5,4,4.2,0,21,29,7.3,5.3,0.64,15.6,2,77.8,83.3,5,6,0.0,0,9,0,72.5,86.4,0,70,0.0,0,86,14,95.3,82,158.3,18,18.9,4,267,78,5.6,19.1,3.26
C.J. Johnson,104187,WR,E CAROLINA,12,95,0,156,0,-2.3,2,100.0,,0,0,0.0,0,2,0,46.4,48.2,0,12,0.0,0,32,6,96.9,31,92.4,6,6.3,0,37,51,8.5,6.2,1.19,10.9,0,50.0,,0,0,20.0,1,3,0,68.8,83.6,0,15,0.0,0,25,4,96.0,24,106.3,8,8.4,1,44,7,1.8,11.0,1.83
