player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Dax Milne,84147,WR,BYU,12,91,0,128,0,-2.8,2,92.3,,0,0,0.0,0,6,0,97.6,93.0,0,15,0.0,0,35,12,100.0,35,117.3,13,14.3,1,78,113,9.4,6.5,2.23,11.6,0,73.7,66.7,2,3,0.0,0,9,0,80.9,88.1,1,39,0.0,0,69,14,97.1,67,104.5,19,20.9,1,207,96,6.9,14.8,3.09
Romeo Doubs,84329,WR,NEVADA,9,90,0,239,0,-3.4,2,100.0,,0,0,0.0,0,4,0,98.6,66.3,0,35,0.0,0,54,14,98.1,53,96.4,14,15.6,0,100,147,10.5,7.1,1.89,6.2,2,90.0,66.7,2,3,0.0,0,6,0,74.1,82.5,0,27,0.0,0,40,9,95.0,38,149.2,10,11.1,1,118,67,7.4,13.1,3.11
Joshua Cephus,98095,WR,UTSA,12,90,0,331,0,-2.0,0,87.5,0.0,0,1,0.0,0,3,0,98.6,66.1,0,15,0.0,0,57,14,98.2,56,85.7,16,17.8,0,73,98,7.0,5.2,1.3,8.5,4,63.6,50.0,2,4,0.0,0,10,0,92.2,75.3,0,23,0.0,0,63,14,93.7,59,92.6,22,24.4,1,118,53,3.8,8.4,2.0
Whop Philyor,61320,WR,INDIANA,8,89,0,190,0,-2.8,0,92.9,,0,0,0.0,0,2,1,98.1,64.4,0,11,0.0,0,21,13,100.0,21,80.4,14,15.7,0,46,82,6.3,3.5,2.19,8.6,10,60.3,71.4,5,7,4.3,2,18,1,78.5,73.3,1,37,0.4,1,251,44,92.4,232,79.5,73,82.0,3,336,179,4.1,7.6,1.45
Kaylon Geiger,102929,WR,TROY,11,88,0,318,0,-2.7,8,89.3,,0,0,7.4,2,8,1,79.8,77.1,0,21,0.0,0,78,25,96.2,75,89.9,28,31.8,0,156,227,9.1,6.2,2.08,8.9,12,71.3,0.0,0,3,6.6,4,30,1,74.2,68.0,7,44,0.0,0,361,57,96.1,347,73.1,80,90.9,3,683,341,6.0,12.0,1.97
Jaquarii Roberson,55454,WR,WAKE,9,87,0,339,0,-3.2,4,100.0,,0,0,0.0,0,0,0,98.6,84.0,0,9,0.0,0,19,14,100.0,19,83.0,14,16.1,0,55,100,7.1,3.9,2.89,9.7,11,71.0,44.4,4,9,6.4,3,31,0,81.7,93.0,2,55,0.0,0,190,44,94.2,179,100.8,62,71.3,2,629,278,6.3,14.3,3.51
Jordan Addison,123000,WR,PITTSBURGH,10,87,0,268,0,-1.9,6,87.0,,0,0,13.0,3,6,0,48.0,80.0,0,16,0.0,0,52,20,98.1,51,85.1,23,26.4,0,102,139,7.0,5.1,2.0,7.9,11,70.4,66.7,6,9,15.3,9,25,0,43.4,76.1,1,75,0.0,0,294,50,93.5,275,101.6,71,81.6,3,555,291,5.8,11.1,2.02
Jaylon Robinson,78085,WR,UCF,10,87,0,323,0,-0.1,2,95.5,,0,0,0.0,0,9,0,99.9,78.6,0,70,0.0,0,77,21,96.1,74,103.8,22,25.3,0,196,196,9.3,9.3,2.65,12.0,2,53.6,25.0,1,4,28.6,6,11,0,28.2,66.2,0,70,0.0,0,58,15,93.1,54,132.0,28,32.2,3,333,172,11.5,22.2,6.17
Anthony Schwartz,84135,WR,AUBURN,10,85,0,115,0,-2.6,4,85.3,,0,0,9.4,3,11,1,68.7,91.1,0,24,0.0,0,54,29,98.1,53,106.0,34,40.0,1,241,317,10.9,8.3,4.55,7.8,3,66.7,50.0,1,2,8.1,3,17,0,61.9,73.0,2,54,0.0,0,149,34,95.3,142,82.9,51,60.0,2,349,265,7.8,10.3,2.46
Mike Harley,61423,WR,MIAMI FL,11,84,0,220,0,-3.2,4,100.0,,0,0,0.0,0,5,0,98.1,74.9,0,28,0.0,0,74,12,94.6,70,135.4,12,14.3,1,118,156,13.0,9.8,1.69,10.6,11,71.4,37.5,3,8,5.7,3,30,0,84.2,85.5,2,89,0.3,1,297,50,91.9,273,126.4,70,83.3,7,728,368,7.4,14.6,2.67
Jahan Dotson,84375,WR,PENN STATE,9,84,0,266,0,-3.0,1,100.0,,0,0,0.0,0,2,0,90.0,61.8,0,70,0.0,0,36,3,94.4,34,158.3,3,3.6,1,86,95,31.7,28.7,2.53,13.8,0,37.5,0.0,0,1,0.0,0,2,0,78.8,79.5,1,16,0.0,0,26,3,100.0,26,6.3,8,9.5,0,21,8,2.7,7.0,0.81
Shi Smith,61643,WR,S CAROLINA,9,84,0,289,0,-2.5,2,95.2,,0,0,0.0,0,7,0,99.9,93.2,0,36,0.0,0,45,20,100.0,45,111.5,21,25.0,1,146,199,10.0,7.3,3.24,6.4,4,71.7,25.0,2,8,7.3,3,23,0,58.8,76.0,1,36,0.0,0,184,38,96.7,178,103.5,53,63.1,3,390,238,6.3,10.3,2.19
Kadarius Toney,61245,WR,FLORIDA,11,84,0,163,0,-3.0,7,95.0,,0,0,0.0,0,7,0,99.9,90.9,0,18,0.0,0,42,19,97.6,41,114.4,20,23.8,2,69,124,6.5,3.6,1.68,7.8,18,84.6,25.0,1,4,1.8,1,34,1,91.3,91.3,1,57,0.0,0,343,55,93.9,322,150.1,65,77.4,9,784,378,6.9,14.3,2.43
Jaden Walley,124189,WR,MISS STATE,11,83,0,227,0,-1.3,2,100.0,,0,0,0.0,0,1,0,90.0,51.4,0,14,0.0,0,45,3,97.8,44,98.6,3,3.6,0,23,27,9.0,7.7,0.52,9.8,17,63.0,30.0,6,20,10.5,6,32,0,53.0,67.9,5,51,0.0,0,405,51,96.8,392,72.0,81,97.6,2,679,284,5.6,13.3,1.73
Dyami Brown,77986,WR,N CAROLINA,11,82,0,245,0,2.0,0,0.0,0.0,0,1,,0,0,0,81.5,36.8,0,0,0.0,0,48,0,95.8,46,39.6,1,1.2,0,0,0,,,0.0,,0,,,0,0,,0,0,0,84.5,80.4,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Hunter Long,60859,TE,BOSTON COL,10,81,0,121,0,9.0,1,66.7,,0,0,0.0,0,1,0,86.7,49.9,0,26,21.4,9,42,2,78.6,33,100.7,3,3.7,0,31,33,16.5,15.5,0.94,12.6,0,51.6,50.0,4,8,11.1,2,13,0,69.8,76.0,1,36,1.4,2,139,16,92.8,129,85.1,31,38.3,2,238,29,1.8,14.9,1.84
Cornell Powell,40689,WR,CLEMSON,12,78,0,140,0,-2.4,4,75.0,0.0,0,1,0.0,0,1,0,93.6,47.5,0,15,0.0,0,89,6,97.8,87,84.9,8,10.3,0,39,55,9.2,6.5,0.45,-1.0,0,0.0,0.0,0,1,,0,0,0,80.8,75.6,0,0,0.0,0,28,0,92.9,26,39.6,1,1.3,0,0,0,,,0.0
Jarrin Pierce,100875,WR,MIDDLE TN,9,77,0,224,0,-2.2,3,100.0,,0,0,0.0,0,4,0,99.9,75.5,0,29,1.7,1,58,17,98.3,57,90.9,17,22.1,0,99,136,8.0,5.8,1.74,6.9,6,75.3,50.0,5,10,5.2,3,24,0,84.0,72.1,1,44,0.3,1,308,55,93.2,287,104.3,73,94.8,3,551,298,5.4,10.0,1.92
David Bell,97989,WR,PURDUE,6,77,0,273,0,-1.0,0,100.0,,0,0,0.0,0,0,0,90.0,39.4,0,4,0.0,0,43,3,97.7,42,79.2,3,3.9,0,6,9,3.0,2.0,0.14,6.8,0,88.9,100.0,1,1,11.1,1,4,0,72.8,79.2,0,18,0.0,0,30,8,90.0,27,132.6,9,11.7,3,57,9,1.1,7.1,2.11
Kayshon Boutte,124087,WR,LSU,10,76,0,211,0,-0.8,3,90.0,,0,0,0.0,0,3,0,95.9,93.9,0,19,0.0,0,19,9,100.0,19,102.5,10,13.2,0,86,92,10.2,9.6,4.53,4.0,0,100.0,,0,0,0.0,0,1,0,53.3,66.5,0,6,0.0,0,21,3,100.0,21,87.5,3,3.9,0,15,3,1.0,5.0,0.71
John Metchie III,97400,WR,ALABAMA,13,76,0,103,0,-1.8,3,100.0,,0,0,0.0,0,2,0,99.5,59.2,0,26,0.0,0,76,16,100.0,76,90.9,16,21.1,0,93,121,7.6,5.8,1.22,9.8,0,68.8,0.0,0,2,15.4,2,8,0,70.5,72.3,0,27,0.0,0,113,11,96.5,109,134.1,16,21.1,2,135,72,6.5,12.3,1.24
Josh Ali,61359,WR,KENTUCKY,11,76,0,202,0,-3.3,4,93.5,0.0,0,1,0.0,0,6,1,99.9,93.6,0,33,0.0,0,44,29,97.7,43,95.3,31,40.8,0,213,309,10.7,7.3,4.95,5.1,4,70.5,25.0,1,4,6.5,3,17,1,79.9,64.2,3,33,0.0,0,192,43,94.3,181,71.5,61,80.3,1,376,286,6.7,8.7,2.08
Rashee Rice,97605,WR,SMU,10,76,0,287,0,-2.0,5,90.9,100.0,1,1,9.1,1,3,1,69.2,56.4,0,42,0.0,0,50,10,98.0,49,103.8,11,14.5,0,98,121,12.1,9.8,2.0,12.5,2,83.3,,0,0,0.0,0,3,0,30.4,63.7,0,55,0.0,0,20,5,90.0,18,158.3,6,7.9,1,95,54,10.8,19.0,5.28
Khalil Shakir,84140,WR,BOISE ST,7,76,0,120,0,-4.0,1,92.9,,0,0,0.0,0,1,0,98.1,90.6,0,15,0.0,0,27,13,100.0,27,79.2,14,18.4,0,42,96,7.4,3.2,1.56,6.6,5,76.2,50.0,1,2,5.9,1,7,0,83.1,90.9,0,52,0.0,0,74,16,93.2,69,145.5,21,27.6,2,243,163,10.2,15.2,3.52
Jacob Cowing,100894,WR,UTEP,8,75,0,330,0,-1.6,0,75.0,,0,0,14.3,1,2,0,47.3,80.4,0,9,0.0,0,19,6,100.0,19,79.2,8,10.7,0,28,39,6.5,4.7,1.47,14.3,2,61.1,25.0,2,8,15.4,6,21,0,65.7,78.1,1,47,0.0,0,172,33,92.4,159,82.5,54,72.0,1,402,124,3.8,12.2,2.53
Tahj Washington,97288,WR,MEMPHIS,11,75,0,218,0,-2.2,4,100.0,,0,0,0.0,0,3,0,95.9,65.1,0,92,0.0,0,48,9,97.9,47,155.8,9,12.0,1,167,187,20.8,18.6,3.55,15.2,1,35.7,33.3,1,3,16.7,1,3,1,72.7,60.7,0,26,0.0,0,71,5,93.0,66,73.8,14,18.7,1,61,13,2.6,12.2,0.92
Zakhari Franklin,97620,WR,UTSA,10,75,0,331,0,-1.1,1,92.9,,0,0,0.0,0,2,0,98.1,68.2,0,16,0.0,0,50,13,98.0,49,105.1,14,18.7,1,49,65,5.0,3.8,1.0,4.6,1,60.0,,0,0,25.0,1,1,0,72.7,69.0,0,11,0.0,0,13,3,100.0,13,72.9,5,6.7,0,25,8,2.7,8.3,1.92
Bo Melton,61610,WR,RUTGERS,9,74,0,278,0,-2.4,3,100.0,,0,0,0.0,0,4,0,97.6,72.0,0,21,0.0,0,61,11,96.7,59,88.6,11,14.9,0,58,84,7.6,5.3,0.98,13.3,4,66.7,40.0,2,5,7.7,1,7,0,65.7,75.6,0,66,0.0,0,61,12,88.5,54,149.3,18,24.3,3,239,124,10.3,19.9,4.43
Dez Fitzpatrick,42349,WR,LOUISVILLE,11,73,0,210,0,-0.8,2,100.0,,0,0,0.0,0,4,0,93.6,85.0,0,69,0.0,0,34,6,100.0,34,158.3,6,8.2,1,116,121,20.2,19.3,3.41,11.7,0,100.0,100.0,1,1,0.0,0,2,0,59.9,82.5,0,28,0.0,0,19,3,100.0,19,118.8,3,4.1,0,54,19,6.3,18.0,2.84
Tyrice Richie,100193,WR,N ILLINOIS,6,72,0,254,0,-2.9,1,100.0,,0,0,0.0,0,2,0,94.5,91.7,0,19,0.0,0,18,7,94.4,17,137.8,7,9.7,1,53,73,10.4,7.6,3.12,-4.5,0,100.0,,0,0,0.0,0,0,0,71.1,79.3,0,1,0.0,0,29,2,93.1,27,79.2,2,2.8,0,-5,4,2.0,-2.5,-0.19
Tyler Snead,90863,WR,E CAROLINA,9,72,0,156,0,-2.8,1,92.3,0.0,0,1,0.0,0,3,0,97.6,81.4,0,11,0.0,0,30,12,96.7,29,109.3,13,18.1,1,53,87,7.3,4.4,1.83,6.9,12,73.5,30.0,3,10,2.0,1,24,0,91.8,75.3,1,46,0.0,0,287,50,93.0,267,112.0,68,94.4,5,494,218,4.4,9.9,1.85
Erik Ezukanma,78148,WR,TEXAS TECH,10,72,0,315,0,-1.8,4,87.5,0.0,0,1,0.0,0,2,1,95.2,54.2,0,28,0.0,0,61,7,96.7,59,109.9,8,11.1,0,83,94,13.4,11.9,1.41,13.0,0,50.0,,0,0,50.0,1,0,0,69.3,74.0,0,4,0.0,0,38,1,92.1,35,56.3,2,2.8,0,4,0,0.0,4.0,0.11
Marcell Barbee,121958,WR,TEXAS ST,12,71,0,314,0,0.1,1,88.9,,0,0,0.0,0,5,0,95.2,74.1,0,32,0.0,0,50,8,96.0,48,145.4,9,12.7,1,90,88,11.0,11.3,1.88,15.0,0,66.7,100.0,1,1,0.0,0,1,0,77.2,76.9,0,39,0.0,0,11,2,90.9,10,109.7,3,4.2,0,42,12,6.0,21.0,4.2
Tutu Atwell,77965,WR,LOUISVILLE,9,71,0,210,0,-3.4,1,92.3,,0,0,0.0,0,1,0,97.6,71.2,0,10,0.0,0,26,12,100.0,26,81.1,13,18.3,0,45,86,7.2,3.8,1.73,13.9,3,61.1,37.5,3,8,5.7,2,21,1,75.3,79.0,3,66,0.0,0,219,33,94.5,207,106.1,54,76.1,6,508,212,6.4,15.4,2.45
Tre Walker,52260,WR,S JOSE ST,8,71,0,285,0,-1.9,4,75.0,,0,0,14.3,1,2,0,46.4,71.7,0,20,0.0,0,26,6,100.0,26,85.4,8,11.3,0,40,51,8.5,6.7,1.54,5.4,0,70.0,0.0,0,2,12.5,1,3,0,40.3,70.2,0,28,0.0,0,57,7,93.0,53,95.0,10,14.1,0,83,44,6.3,11.9,1.57
Kawaan Baker,61639,WR,S ALABAMA,10,70,0,288,0,-1.1,6,91.7,50.0,1,2,0.0,0,1,0,97.1,67.9,0,12,0.0,0,32,11,100.0,32,90.3,12,17.1,0,68,79,7.2,6.2,2.13,5.8,14,75.0,46.7,7,15,4.9,2,17,0,79.7,70.6,0,52,0.0,0,266,39,95.9,255,129.8,52,74.3,5,414,257,6.6,10.6,1.62
Sam Pinckney,84197,WR,GA STATE,10,70,0,175,0,-2.5,3,100.0,,0,0,0.0,0,2,1,97.6,56.6,0,13,0.0,0,53,12,98.1,52,90.3,12,17.1,0,68,98,8.2,5.7,1.31,12.0,0,33.3,,0,0,0.0,0,0,0,88.2,79.2,0,8,0.0,0,10,1,80.0,8,42.4,3,4.3,0,8,3,3.0,8.0,1.0
Yo'Heinz Tyler,78181,WR,BALL ST,8,70,0,117,0,,0,,,0,0,,0,0,0,,38.0,0,0,0.0,0,32,0,100.0,32,0.0,0,0.0,0,0,0,,,0.0,21.5,0,33.3,50.0,1,2,33.3,1,2,0,58.7,72.5,0,12,0.0,0,63,2,90.5,57,85.4,6,8.6,1,23,4,2.0,11.5,0.4
Emeka Emezie,61517,WR,NC STATE,12,69,0,248,0,-1.9,2,100.0,,0,0,0.0,0,1,0,94.5,54.0,0,10,0.0,0,52,7,96.2,50,85.1,7,10.1,0,31,44,6.3,4.4,0.62,11.8,0,66.7,100.0,2,2,0.0,0,3,0,74.3,79.3,0,27,0.0,0,56,8,98.2,55,86.8,12,17.4,0,84,32,4.0,10.5,1.53
Dazz Newsome,61510,WR,N CAROLINA,12,69,0,245,0,-2.6,4,100.0,100.0,1,1,0.0,0,5,0,99.1,78.3,0,20,0.0,0,48,15,97.9,47,114.4,15,21.7,1,92,131,8.7,6.1,1.96,9.1,14,79.4,80.0,4,5,6.9,4,32,0,64.5,71.1,0,75,0.0,0,382,54,94.8,362,138.0,68,98.6,6,684,359,6.6,12.7,1.89
Cam Johnson,84497,WR,VANDERBILT,9,69,0,333,0,-2.3,8,100.0,,0,0,0.0,0,7,1,99.9,90.9,0,16,0.0,0,43,19,100.0,43,97.8,19,27.5,0,142,186,9.8,7.5,3.3,6.8,11,81.5,71.4,5,7,1.9,1,26,1,93.3,81.6,3,40,0.0,0,240,53,95.4,229,96.7,65,94.2,3,529,283,5.3,10.0,2.31
Keylon Stokes,65080,WR,TULSA,9,69,0,320,0,-3.0,0,100.0,,0,0,0.0,0,1,0,86.7,55.1,0,5,0.0,0,20,2,95.0,19,79.2,2,2.9,0,5,11,5.5,2.5,0.26,12.7,7,65.2,62.5,5,8,6.5,3,34,0,67.4,78.7,4,49,0.0,0,281,43,93.2,262,85.9,66,95.7,3,628,172,4.0,14.6,2.4
Ty Fryfogle,61321,WR,INDIANA,8,69,0,190,0,-3.0,2,100.0,,0,0,0.0,0,1,0,86.7,71.7,0,16,0.0,0,24,2,100.0,24,120.8,2,2.9,1,7,13,6.5,3.5,0.29,11.1,4,68.2,50.0,3,6,0.0,0,11,0,74.3,83.2,1,63,0.0,0,106,15,92.5,98,116.9,22,31.9,2,246,112,7.5,16.4,2.51
Jo'quavious Marks,124179,HB,MISS STATE,11,69,0,227,0,-2.8,1,91.7,0.0,0,1,0.0,0,4,1,97.1,89.7,0,19,8.8,3,34,11,91.2,31,88.9,12,17.4,0,64,95,8.6,5.8,2.06,-1.6,0,87.5,50.0,1,2,0.0,0,3,0,83.7,63.7,0,12,0.0,0,32,7,100.0,32,80.7,8,11.6,0,27,37,5.3,3.9,0.84
Josh Johnson,61329,WR,TULSA,9,68,0,320,0,-1.5,0,100.0,,0,0,0.0,0,1,0,92.6,82.0,0,17,0.0,0,16,4,93.8,15,93.8,4,5.9,0,26,32,8.0,6.5,1.73,11.6,3,57.4,12.5,1,8,16.7,7,18,0,33.3,67.6,2,66,0.0,0,241,35,94.2,227,101.1,61,89.7,6,470,131,3.7,13.4,2.07
Reggie Todd,61462,WR,TROY,11,68,0,318,0,-1.3,2,100.0,,0,0,0.0,0,4,0,95.9,63.5,0,12,0.0,0,87,9,96.6,84,97.7,9,13.2,0,67,79,8.8,7.4,0.8,2.0,0,100.0,,0,0,0.0,0,1,0,74.9,66.7,0,10,0.0,0,13,1,92.3,12,108.3,1,1.5,0,10,8,8.0,10.0,0.83
Thomas Hennigan,61125,WR,APP STATE,12,68,0,108,0,11.0,0,50.0,,0,0,0.0,0,0,0,81.5,40.5,0,1,0.0,0,33,1,100.0,33,56.3,2,2.9,0,1,4,4.0,1.0,0.03,16.8,1,50.0,0.0,0,1,25.0,1,3,0,82.1,76.1,0,39,2.6,1,38,3,97.4,37,120.8,6,8.8,1,54,20,6.7,18.0,1.46
DJ Turner,47663,WR,PITTSBURGH,11,67,0,268,0,-2.1,1,86.7,,0,0,13.3,2,5,1,51.0,64.9,0,16,0.0,0,49,13,95.9,47,87.8,15,22.4,0,76,101,7.8,5.8,1.62,9.1,4,60.6,37.5,3,8,20.0,5,13,1,42.5,68.6,1,50,0.0,0,139,20,93.5,130,74.7,33,49.3,0,275,141,7.1,13.8,2.12
Brandon Bowling,42151,WR,ARK STATE,11,67,0,113,0,-2.3,2,100.0,,0,0,0.0,0,2,0,95.2,73.4,0,11,0.0,0,28,7,96.4,27,86.3,7,10.4,0,33,49,7.0,4.7,1.22,12.3,4,59.1,66.7,4,6,9.3,4,23,0,61.4,59.9,2,47,0.0,0,423,39,94.8,401,106.1,66,98.5,7,508,226,5.8,13.0,1.27
Sean Dykes,40468,TE,MEMPHIS,11,67,0,218,0,-2.0,0,83.3,,0,0,0.0,0,1,0,94.5,91.3,0,40,5.6,2,36,5,86.1,31,109.0,6,9.0,0,61,75,15.0,12.2,1.97,10.1,2,78.1,50.0,3,6,3.8,1,13,0,82.8,78.7,0,48,0.0,0,145,25,94.5,137,123.4,32,47.8,2,276,80,3.2,11.0,2.01
